step,decision,reward,task_latency,task_priority,vehicle_cpu,battery,edge_delay,cloud_delay
303,VEHICLE,160,15,2,82.93731491546373,63.938595668736205,49.24833430869271,60.310757626145545
304,EDGE,105,50,3,78.67553246180753,87.69874129778931,48.014755636541715,176.81435196935445
305,VEHICLE,165,15,1,84.48144809370224,92.16792001698474,27.211002655997206,101.90579981841331
306,EDGE,135,50,1,75.41382432294563,79.35317736488905,28.332835506071405,126.6245427563847
307,VEHICLE,155,10,3,32.1013045822009,59.250645414154086,17.615156442929536,64.68574332367105
308,EDGE,135,50,1,62.62599509492348,37.47377473020779,34.550815721100214,83.84421015039678
309,CLOUD,135,300,1,46.379595956516276,28.63167389072008,33.88122378585567,92.90017486589753
310,VEHICLE,160,15,2,82.0066079032766,58.973705827824524,19.404661037754074,151.32101226666623
311,VEHICLE,160,15,2,67.99124482523135,44.76507627586411,43.828676190093105,139.7659349181913
312,EDGE,125,50,3,37.30893073623409,48.126501987976624,19.651833383423394,108.10971861518135
313,CLOUD,125,300,3,31.44279131729072,12.317039643337175,35.21447420550451,129.42074151712868
314,VEHICLE,165,10,1,36.25636728095529,20.11872514950504,32.68026580978074,75.7326285651946
315,EDGE,130,150,2,42.91398429486432,28.70994305971133,16.81724019349086,142.3845714653405
316,EDGE,130,150,2,43.711132579239894,10.92428956851946,14.585354352275896,95.24645918475369
317,CLOUD,135,300,1,80.26055517805992,86.2003105850746,20.916877292263447,107.73552390808027
318,VEHICLE,160,10,2,76.74808226712292,30.504092600633495,34.4364368183046,138.27823698414682
319,VEHICLE,160,10,2,84.16551099055577,81.86361301298606,34.94368951873396,158.2374950371217
320,EDGE,130,50,2,52.93194151576058,21.049778148617573,20.00942487977717,159.3730421700066
321,VEHICLE,165,10,1,34.11091396921073,57.558973317642284,42.60628321821418,97.66906894711776
322,EDGE,110,50,2,74.5226897387385,28.17271016672567,48.86768786163819,144.70111302716575
323,EDGE,130,150,2,34.47470596014468,13.427585581654016,33.281290889285856,111.07877468896368
324,VEHICLE,160,10,2,41.72801204805798,60.692983566211396,49.9132320885805,93.08023805906099
325,VEHICLE,160,15,2,34.22871976906208,51.94249687520186,16.08895184744551,175.480019064674
326,VEHICLE,165,10,1,49.98154693325584,45.559055106568586,44.534648734998626,142.33900672572565
327,EDGE,135,150,1,39.61380315509887,38.749581619108405,35.95590625377589,104.40764894667173
328,VEHICLE,155,15,3,78.46135137867533,27.86398300916076,15.43394419724358,146.40432824054795
329,EDGE,135,150,1,35.89116731792319,97.95371129989962,15.870555876444584,140.73003712107464
330,EDGE,135,50,1,84.96767655804585,60.32009935090434,39.04428303851769,60.762899046764765
331,CLOUD,130,300,2,69.60694155629238,30.054291279173086,11.2294865272913,103.58798636847348
332,VEHICLE,160,10,2,45.199585360352316,47.223566526348236,41.38540258667805,160.20728628985583
333,VEHICLE,160,10,2,52.20628288962125,75.05872647570241,7.85717202975864,152.4497756584933
334,EDGE,115,50,1,45.14611474234676,60.625110427334654,42.08190375093198,133.5458030664661
335,VEHICLE,165,10,1,46.097934767077824,24.885824595630382,8.345725463045698,156.2043547352968
336,VEHICLE,145,15,1,63.05056904338331,12.933834222303915,19.730141079515278,166.71818998490744
337,VEHICLE,155,15,3,41.78309977033493,86.21470590348508,47.24527788270284,105.52387796086278
338,VEHICLE,160,10,2,55.98018805008965,85.96025856486861,15.174360518467415,104.2164212027401
339,EDGE,110,150,2,83.33801259705135,91.7100557797349,44.931630091051666,172.04833615677526
340,VEHICLE,130,15,2,86.99938480691907,51.95676721369084,30.050948115114977,100.82048538406835
341,VEHICLE,160,10,2,71.26806279012376,44.665214541861424,9.842048919835614,159.18133927470774
342,VEHICLE,155,10,3,59.780870519603326,71.07248621187108,19.253865367864343,156.4341307001407
343,CLOUD,105,300,3,58.36987819024655,27.79345434782425,38.75052725529219,160.1594012944447
344,EDGE,130,50,2,58.15592573715886,43.06597299667561,9.017170701837092,106.20129790376946
345,VEHICLE,140,10,2,75.6233858554341,13.771121344188122,42.422895400497474,87.17370096460371
346,EDGE,125,50,3,30.209221707655292,24.282308394809426,33.9798323275506,160.90382348972986
347,CLOUD,135,300,1,51.58640185383827,98.71501646795686,45.30571138653071,63.18736520944948
348,VEHICLE,155,10,3,57.321011122519614,35.99515536851985,45.51690219294322,126.10874454983701
349,CLOUD,135,300,1,87.44533193462354,35.1433127171705,9.338583545007497,92.36961069398143
350,CLOUD,135,300,1,42.030402972626575,46.82490700986311,21.676926415171348,134.59498462079918
351,VEHICLE,155,15,3,35.933847691232046,35.294212973936055,35.81570971240785,71.18710245759824
352,VEHICLE,155,10,3,35.5974428146051,88.3409453553365,47.176679413106605,96.37632005137063
353,CLOUD,115,300,1,36.68286959939899,77.06286391387212,14.105467579796843,165.98456562391908
354,EDGE,130,50,2,87.65446066660337,75.92972256246804,36.05110752428563,109.51190779418965
355,EDGE,135,150,1,38.16285497694595,59.54932379674878,26.084186372027922,76.93505940841499
356,VEHICLE,165,15,1,52.95576332137527,37.71075436055398,12.118620390299057,152.49174615932066
357,EDGE,135,50,1,84.04632228948009,24.58026915353534,20.387102453084147,102.72632815374158
358,EDGE,125,50,3,72.62959862463337,71.3072671098662,7.410572769689089,123.13829367712941
359,EDGE,105,150,3,49.68743446785254,58.30477688342142,40.11504972828357,91.45652264857029
360,VEHICLE,125,15,3,92.31129233783307,64.91522518501606,16.185831784416436,140.15907295885125
361,VEHICLE,160,10,2,72.86059796213493,90.31940503539599,7.3148668218282475,70.96518509542281
362,VEHICLE,145,10,1,69.72041124141657,17.314392273073768,48.888380504987275,106.42524540708482
363,CLOUD,135,300,1,68.1288115968114,86.96446512526255,41.36028978354549,97.77160009464163
364,VEHICLE,165,10,1,65.60001728166246,51.44129963779372,15.271797500295827,142.42758254323888
365,CLOUD,130,300,2,36.27661424248463,26.404742726990452,29.57524217171864,121.3929201192964
366,EDGE,135,50,1,82.935957545383,10.021037840444496,10.335623347750001,93.34675696560353
367,VEHICLE,125,10,3,90.42090008717275,53.80905312655093,9.647996463679368,139.32857020582912
368,CLOUD,130,300,2,48.363487965881774,73.6552035602559,11.277422865925455,73.25153843584091
369,CLOUD,130,300,2,48.23830972461875,62.64332655266515,22.37412396159955,93.05764841574054
370,CLOUD,125,300,3,47.02090001612979,20.095207856427077,31.018562162635902,146.18072767967163
371,EDGE,135,50,1,86.68199357082861,38.59847294762988,25.88874978148067,141.5374899656984
372,EDGE,130,50,2,35.515430714372116,19.32410219322995,16.563669642691323,143.7626470237634
373,VEHICLE,160,10,2,68.08438839413876,81.27319391096059,20.96128557915329,116.80946349973857
374,VEHICLE,135,10,1,91.43619945978071,64.06134650926069,16.082580705423325,151.28632762841687
375,EDGE,125,50,3,69.18172772124476,60.7304245013578,31.47481377769419,107.69697489425664
376,EDGE,125,50,3,61.56442300312287,93.39489442102598,14.23803466252834,174.38559088369996
377,VEHICLE,160,10,2,60.773657914448165,71.5960624143197,26.498515757290807,122.14361397542226
378,EDGE,110,150,2,51.78886487953088,58.05441310648564,40.61888000525881,145.12647841906073
379,EDGE,115,150,1,85.04429575157567,95.38147022452792,40.90215945068606,68.51734745766859
380,EDGE,135,50,1,92.38860626666904,43.949961003743475,20.99389296133202,157.1582631046382
381,EDGE,125,50,3,43.027649967773584,80.2048525685576,21.378301015874353,163.47612922050428
382,VEHICLE,160,15,2,79.22237672716332,22.49863984847149,13.870770824058084,174.91850606283748
383,VEHICLE,160,10,2,44.62250998657006,23.121018232681003,5.4177499591056915,138.3907509067107
384,CLOUD,125,300,3,55.67206897154763,35.775641908264056,44.75460598077485,101.12755233709134
385,VEHICLE,160,10,2,36.58386128709753,51.51732170157559,12.175853804192215,109.45070457312099
386,VEHICLE,160,10,2,43.940334171250576,30.56373525175509,21.296895376292884,152.28207880081447
387,VEHICLE,160,15,2,38.96823966801311,44.572402092200456,33.01108934340266,164.30578584147673
388,VEHICLE,140,10,2,67.57794917142128,12.312712091402442,11.89554433438971,74.62161033522835
389,EDGE,135,50,1,70.56885143398108,15.588743131766162,5.4408021314146495,137.66530335460294
390,VEHICLE,155,10,3,56.16250756899716,34.18828979798774,14.67684570116224,101.4550015006657
391,EDGE,125,150,3,37.316744781320935,49.14969481503047,17.43527349655029,107.10274621530968
392,VEHICLE,125,10,3,92.34012241145045,30.501337979018075,45.74334479007986,149.22884113155578
393,VEHICLE,155,10,3,56.024809636034135,82.39982059395106,12.317414275814308,101.51655647708044
394,VEHICLE,155,10,3,64.91218506324302,68.26926196607934,37.93477491722832,147.70125809526047
395,EDGE,110,50,2,61.41853805663872,15.963469093072163,40.73945193777977,152.24114518729954
396,VEHICLE,160,15,2,44.29619891489694,97.92448028314152,35.968394702382824,111.49996806829522
397,EDGE,135,150,1,79.6816592532762,47.51547408695079,33.50159974731943,146.8463813209725
398,CLOUD,125,300,3,84.44509930865645,73.91026120396862,21.233587953977963,121.74465400179729
399,VEHICLE,160,15,2,57.781379242840735,57.54414617211468,46.889848695775804,163.90414454282083
400,EDGE,105,150,3,88.00097803856221,99.52203593517135,42.802209816094994,141.4568528157081
401,EDGE,130,50,2,76.44411346557534,40.541946987962795,36.66798126461602,99.50775870047575
402,VEHICLE,155,15,3,54.57747896642227,51.07380385994648,11.4935244485923,86.64554507941926
403,VEHICLE,125,15,3,93.98979538550765,85.78517410695584,10.328807733348635,171.787544994358
404,EDGE,130,150,2,45.899224449613776,99.1424734880771,30.847771421222806,149.44587295215587
405,VEHICLE,160,15,2,76.26627946993855,77.0375866147145,41.30355870154025,93.7820738147291
406,EDGE,115,50,1,90.66205714037508,81.82179308005861,42.55704139265554,145.30299624898248
407,EDGE,115,50,1,69.03071587278802,89.48485263501068,40.48288893379817,81.29993311011852
408,CLOUD,135,300,1,48.397407397309536,82.36744543684127,25.06040800324992,131.86785851724085
409,EDGE,110,50,2,45.21668479339628,29.442476115186597,40.79264352500534,144.9201119114691
410,VEHICLE,155,15,3,81.35730372580394,95.47120082340577,49.9978563134958,155.91754557715728
411,VEHICLE,165,15,1,56.48252600751826,90.40923305830655,26.34097470618921,161.28919326330384
412,CLOUD,130,300,2,36.9579717827419,98.54348904033354,28.677099212746526,77.39149442141849
413,VEHICLE,165,15,1,46.86030930007604,33.504624101949155,8.918456301920367,92.98336801359576
414,VEHICLE,160,15,2,55.02855001819505,53.05659308464586,44.08940694097893,94.66382089364281
415,CLOUD,115,300,1,53.594984902037,82.41940806972597,9.307808782167292,167.30583786743645
416,VEHICLE,155,10,3,71.12586663030007,44.31924617188229,15.660791762302923,166.4814218966423
417,EDGE,110,150,2,82.14619375587553,94.28778491013182,45.167652623533634,84.1601999015138
418,VEHICLE,160,10,2,78.37047946779589,94.55883288213832,35.29454459734932,126.85727169063657
419,VEHICLE,160,10,2,76.93614469448808,83.20566932644994,44.2432298650796,118.39990304338598
420,EDGE,110,150,2,40.49732982177416,10.091074746762267,47.08633328696504,174.34670226005147
421,EDGE,135,50,1,81.63457232751519,91.0614094618279,8.909359476800885,95.64626489234652
422,EDGE,125,50,3,51.724632939193654,13.440233174751942,25.325932429111568,109.69739476140859
423,CLOUD,125,300,3,56.539631413594506,42.04630470844336,34.39244068414487,119.28456319252744
424,VEHICLE,160,15,2,33.214701462960136,50.064109337299904,7.168178043516015,90.13483181770425
425,VEHICLE,165,15,1,83.96464318073984,83.80450620271131,49.70855635200662,151.7611353774097
426,CLOUD,105,300,3,32.905279239868804,29.57052073662406,44.21314066147066,151.90662107593099
427,VEHICLE,130,10,2,91.2472197445431,52.64621548752741,10.226680513768315,103.12072231037759
428,VEHICLE,155,15,3,83.1237773150979,58.60029088348816,31.749918214961948,117.56039501429693
429,VEHICLE,155,10,3,69.58879835620938,32.36311586838924,47.26645670914874,61.24500803018746
430,EDGE,125,50,3,52.267099678852304,39.743020024794475,26.902002546464942,109.01494995809499
431,VEHICLE,110,15,2,93.02340217812602,11.974163840979646,42.07389322605373,101.28467068966225
432,VEHICLE,160,10,2,47.331104761525665,66.11338326713383,13.70517884624642,77.64301090379948
433,VEHICLE,160,15,2,31.866679138804066,31.03728783500624,45.99718309883205,156.21492975094338
434,VEHICLE,165,10,1,35.5053190060175,45.93881568807943,32.27617294696732,135.64883083692746
435,VEHICLE,160,15,2,38.90557122707921,86.10126210760177,47.02304737906193,161.39158386160955
436,EDGE,130,50,2,32.225426942106715,56.91749455797492,26.714692653089255,65.16547273579542
437,EDGE,130,50,2,64.00094325766042,66.34829076416992,17.852420824347185,105.2454614629973
438,VEHICLE,155,10,3,31.323684186123717,56.91967431345911,34.622604011898915,123.08073440293074
439,VEHICLE,165,15,1,68.71464728759943,35.79632317792327,32.05643098466545,175.12244799816318
440,VEHICLE,160,15,2,51.02484213923228,98.30232217992221,7.049717212533902,102.03752954328503
441,VEHICLE,165,10,1,75.90593257616763,63.25797222620437,22.002253562925873,73.69455599796271
442,EDGE,115,50,1,52.27320264592407,41.26689940136095,40.90733927673853,162.3751120210046
443,VEHICLE,125,15,3,86.32965623585353,92.10140438449693,20.42355367217042,150.08800596996716
444,EDGE,130,150,2,57.56113159771556,15.472542882236972,16.825914142467035,131.08222045575042
445,EDGE,135,150,1,70.81792031113045,29.525398514347525,28.387386648717264,101.28335574402688
446,VEHICLE,160,15,2,77.06694291945841,67.62234971725982,13.67823374419743,164.34665503300482
447,VEHICLE,165,10,1,78.83386656767563,25.106153038626243,8.359069913849053,147.55484897010706
448,EDGE,130,150,2,49.69965019220695,32.48680657790076,15.534702216965181,81.60039117421492
449,EDGE,130,150,2,92.4466799530193,71.97688186373286,9.554219819116362,132.33359197740225
450,CLOUD,130,300,2,65.51970204780899,63.41064439667794,37.90460984944318,60.06660942581418
451,EDGE,125,50,3,72.71942557630734,89.23917732483889,13.8604805803557,94.83825011688386
452,VEHICLE,155,10,3,76.42963969386408,54.05958515164506,16.15200445574584,142.94684791586138
453,EDGE,125,50,3,66.53800251581626,19.498174974881877,26.537908097634784,78.22053841871593
454,CLOUD,130,300,2,44.14353137224056,47.68977971494129,29.315007666455497,146.2090191870466
455,EDGE,130,150,2,31.2504151567269,64.33623848434905,28.997003960063118,108.80402871331503
456,EDGE,130,150,2,58.13602392363873,15.850764594213778,30.582823488149742,133.28824233561787
457,VEHICLE,155,10,3,34.00825122803534,56.101460567062475,22.639734662866037,145.9748638952961
458,CLOUD,125,300,3,63.78953691556653,97.50502904686259,34.87475041327392,127.64423083530295
459,VEHICLE,145,15,1,84.89955036089295,13.870514576994378,15.74247323966584,159.57305687411295
460,EDGE,135,150,1,80.01758072892466,71.15661849698165,39.06476381517385,156.2209512660899
461,EDGE,125,150,3,48.927370213850395,53.583804657047445,20.24641158732552,151.53004108293288
462,EDGE,130,150,2,75.05927032287383,53.1806837955238,25.556774628419763,125.62786783244259
463,CLOUD,110,300,2,31.712326666897045,68.44924919382973,24.751705967083264,168.6415557847622
464,CLOUD,135,300,1,76.34632349431192,40.5716131439464,38.807438298555546,80.28923832773194
465,CLOUD,125,300,3,78.2367605633042,47.92179781777235,34.948674778891736,106.68661737407949
466,CLOUD,135,300,1,67.93138051048719,90.7669379510837,24.606758295421265,139.04193162328625
467,CLOUD,110,300,2,45.83493942806442,66.0713545856272,14.192652492985484,172.2392771639088
468,VEHICLE,155,10,3,45.509403475927236,63.98922893130901,32.05919728530557,154.88059873535138
469,CLOUD,125,300,3,50.767056486204815,89.7451898715049,31.917033326071184,123.00480147719577
470,CLOUD,125,300,3,73.7162831783334,77.47624727196957,40.91646334180827,114.00317753078117
471,EDGE,135,150,1,64.02429950848293,30.56489159830476,8.664079665013599,134.0698533280285
472,VEHICLE,130,15,2,90.14836960250109,70.47611148003756,23.114495253370034,130.03994841868257
473,EDGE,125,50,3,83.1837400334881,88.16604934790574,8.627623903847615,173.56404178830172
474,VEHICLE,160,15,2,79.38162934394971,68.96721651165646,40.221366903776335,74.02544284455858
475,VEHICLE,135,15,1,88.86372066466438,62.077678550834094,48.25953631346294,171.10367461410374
476,EDGE,135,150,1,42.61143060682012,39.56405066679252,28.397036460470392,70.71696860888079
477,EDGE,130,150,2,31.950605499163093,53.29444762643707,6.90033606605137,62.17151998847249
478,VEHICLE,130,15,2,92.69728323053506,32.89753181007697,12.91984168151351,122.3969539786076
479,EDGE,135,150,1,56.384203177435985,95.44445340971194,21.42093944549238,129.578186213228
480,CLOUD,135,300,1,92.85007457381485,12.648996846201335,32.11671721397637,74.94657831898876
481,CLOUD,105,300,3,54.21712033806172,95.62713958496495,17.507018400586574,165.86804775090937
482,VEHICLE,125,15,3,89.57562062119914,71.56177059997715,10.669907789101943,143.4072179685885
483,EDGE,125,50,3,62.08614693304479,32.09254658739093,32.6965608038811,147.99699173133675
484,CLOUD,130,300,2,34.72869064835544,23.01686705007239,22.162788013486963,74.24289422593162
485,VEHICLE,160,15,2,59.59433862269386,29.367229655904012,35.08224307149712,160.53376726424762
486,VEHICLE,115,15,1,88.66162597687386,17.702820908472688,42.03481446279777,178.21162650918086
487,VEHICLE,160,15,2,73.20660905732113,96.36690727913204,41.70021943192614,106.12980681964407
488,VEHICLE,135,10,1,93.8743357177669,99.40755883892436,22.03901274024521,64.19143163609125
489,VEHICLE,105,15,3,90.01132582255107,11.940627665587574,30.397104550032957,138.91138176690387
490,EDGE,135,50,1,77.9778757538592,53.81324859665476,37.08730280492098,104.32987528607227
491,EDGE,135,50,1,58.4077659751411,25.82951966825781,23.670186440924237,109.79743998062501
492,EDGE,130,150,2,41.135761125148534,78.49545766710794,22.707525697361152,67.76034343317306
493,EDGE,135,50,1,84.50179387274795,70.13789542674091,36.67398369417079,127.71722956894376
494,EDGE,110,50,2,54.86972550609521,15.092458475522673,47.76274085206153,87.68853142915937
495,CLOUD,130,300,2,34.097308565189046,95.41923541281527,48.098210156206164,144.28645520080002
496,EDGE,135,150,1,50.47979937176651,15.752088657101222,12.761569440978116,61.53150944192386
497,CLOUD,115,300,1,58.57597184798169,74.48550672813884,46.06326803224621,156.82855202550365
498,CLOUD,125,300,3,59.410159296161304,61.156884367759616,35.54587442349667,145.04927026494153
499,EDGE,105,150,3,44.425712952936195,28.362712779933954,44.94444232277853,146.6859761591797
500,VEHICLE,135,15,1,87.58877365798898,72.91499419621593,41.07388137852427,74.85453756925189
501,VEHICLE,155,10,3,44.624576725618205,96.08088312166466,27.984785286854198,149.31468516227943
502,CLOUD,130,300,2,38.31560876017265,35.57915780380363,45.838945959798075,62.49058862464157
503,EDGE,130,50,2,94.81269580985709,43.02059016223512,34.50307390861366,90.11478989281031
504,VEHICLE,160,15,2,33.43327038835977,39.55737705366097,42.463547834088736,162.99902936583263
505,EDGE,125,150,3,80.6838277226569,53.35340099584839,32.55369970157703,177.99244044862184
506,EDGE,125,50,3,60.13490785552597,13.319212598538765,19.2412435784568,118.67111011728713
507,VEHICLE,155,10,3,39.58708444396748,53.566217266244266,11.145722228472582,174.53420444834387
508,EDGE,125,50,3,84.73994147114958,52.910919230225566,32.22109029172226,157.8490491794615
509,VEHICLE,160,10,2,54.28486057737982,78.88200010355281,39.56374293365492,173.3892846038827
510,VEHICLE,155,15,3,30.037172741218495,27.41567803624517,24.689768839032364,110.04262954345859
511,VEHICLE,165,10,1,30.122116255017353,51.720449691110325,11.67139387316183,137.52960406491218
512,CLOUD,130,300,2,40.98971664717686,92.9134530311353,49.87230083960744,63.32842336398325
513,CLOUD,125,300,3,44.15868132470442,85.0431959163286,35.7917934478472,82.99208171229746
514,VEHICLE,145,15,1,45.60779669251485,18.583518246067293,18.42127234127045,81.43707160522544
515,EDGE,130,50,2,82.77146180654191,31.66475176543562,22.16500441979696,133.8222640764704
516,EDGE,125,150,3,57.8443672182604,92.03835909680446,21.105312024344375,125.67338161558403
517,EDGE,135,150,1,60.28166843731364,75.18482304939944,7.3577815088124074,129.65558495997055
518,CLOUD,130,300,2,57.72291516748719,67.28167067378779,5.466319553630357,141.43176485836676
519,EDGE,130,50,2,57.79187549312081,61.543523364539396,23.036850839316187,108.87840895358333
520,VEHICLE,130,15,2,89.20829954715947,77.35214785600373,17.697664605562156,103.324358626542
521,EDGE,125,50,3,62.79711810463653,94.89982607579951,28.483933443244734,151.08244332089964
522,VEHICLE,125,15,3,90.3241104153798,32.26727719127123,23.6562070693861,121.16824826225712
523,CLOUD,135,300,1,44.78759738895236,17.32184082294435,11.989402610577006,132.51982672340407
524,VEHICLE,165,10,1,55.520206000873934,89.81605852742672,41.84599565903699,84.67861597874084
525,VEHICLE,155,15,3,46.00793852833141,86.55085926386904,15.00578543354645,176.44773314382684
526,EDGE,135,50,1,85.82512695426504,56.342860016660325,36.46388537676086,124.71317100936848
527,VEHICLE,155,10,3,31.74202590607818,94.85325929778703,44.01300605562493,142.47961915746413
528,EDGE,135,150,1,54.39717129778334,21.260117009075344,24.68322014174732,140.78378376372586
529,EDGE,125,150,3,55.64179578942505,64.1305641694704,8.952992129784283,144.15900028479388
530,EDGE,135,150,1,87.05428861608178,70.6693825539652,17.324803603507974,158.1334175255098
531,VEHICLE,155,10,3,65.60916591320222,57.851855935084494,41.016458471264926,144.76777832379432
532,CLOUD,115,300,1,79.41546441091828,81.29785613621662,27.887059887837022,177.91935431168247
533,EDGE,130,50,2,34.18032898573316,83.50298985063539,31.199081933150847,133.34811077358466
534,EDGE,130,150,2,32.66015453299392,62.85834889404704,6.44111949373387,79.51531725903463
535,CLOUD,130,300,2,49.884648129642656,15.692161415869869,31.063480141873157,115.7907960838945
536,CLOUD,125,300,3,33.86922981388655,47.56269435498196,37.41971251526495,85.58784600415625
537,VEHICLE,165,10,1,62.380153345668475,39.53788006907931,7.776192222923859,170.55825275345387
538,VEHICLE,165,15,1,79.97781756401562,67.52365131555473,26.47236572410031,137.27306755173288
539,VEHICLE,165,15,1,57.8174128310405,98.97930044321572,39.0203511902674,81.7193449908466
540,VEHICLE,155,15,3,62.00594490636679,39.58345135423795,26.161795986416674,168.49178670091578
541,CLOUD,130,300,2,54.51370744823383,66.40534361360095,41.0107745275511,95.84108447923407
542,CLOUD,135,300,1,89.88100720651889,99.47950230647453,38.73117217348055,146.88234111164195
543,VEHICLE,160,15,2,73.53840449657017,59.70177958397016,8.18963916065022,105.80297536621825
544,VEHICLE,160,15,2,43.89805231973172,86.78464590205502,7.927657193321478,165.46325408550928
545,VEHICLE,155,15,3,50.17303382628414,47.056343430289395,28.700944049357584,90.03392456786833
546,CLOUD,125,300,3,83.61010581950566,69.25585569277018,26.380487475421056,95.8420921006283
547,EDGE,135,150,1,86.27558753892521,10.695500539574756,31.532479924158395,83.91386282505006
548,VEHICLE,155,15,3,57.75384247892182,99.19699698125606,33.37006180479413,65.35269760076478
549,VEHICLE,165,10,1,51.25406247371504,51.04180027443759,42.18814669531608,107.41883601370132
550,EDGE,125,50,3,39.57580087145161,90.27319179613409,24.069915401359594,87.74935085318762
551,VEHICLE,155,15,3,58.99772142732651,82.82884952486924,10.255898092481882,72.8192428485063
552,EDGE,105,150,3,37.5386902604634,61.274609639152665,49.41968221987296,68.40622648041874
553,VEHICLE,165,10,1,69.68943673790478,40.5658239659073,21.755684141172196,66.79950265524957
554,VEHICLE,135,10,1,93.76382060829883,21.852904644501308,5.181313500565769,175.09801388795427
555,VEHICLE,165,10,1,35.81101306791029,40.22121490351948,17.820925727107586,149.77829825737342
556,CLOUD,130,300,2,55.5436318741484,30.910010144042943,18.425849319385346,143.60554546928918
557,EDGE,135,50,1,36.81456104312105,80.92183808142173,6.87348471213464,111.81384973770005
558,EDGE,125,150,3,38.619085230412956,78.92515062194289,31.10018568552843,132.24207802975832
559,VEHICLE,135,10,1,89.57950454978669,42.8133431915802,38.562157366293945,83.70691163468081
560,VEHICLE,160,15,2,32.86601889158942,34.723934191645,13.078023346925056,138.8803643634797
561,VEHICLE,155,10,3,48.465285403880266,94.82681605311434,31.759136816231567,93.76587996094007
562,EDGE,125,150,3,75.53619503331683,89.49442629683537,10.868360375208987,146.3251337721539
563,VEHICLE,145,10,1,80.975480247897,16.943393929647286,48.1115480354745,106.6175901794308
564,EDGE,130,50,2,30.280291297417815,62.149631686514795,23.543663667107644,132.88009213072618
565,VEHICLE,160,15,2,54.362204632080086,68.49615414253917,21.972315810472864,147.76177795535963
566,VEHICLE,160,10,2,52.14366818640741,56.55689228145705,22.86166001800117,115.74863593040676
567,EDGE,110,150,2,90.28464006659866,78.5248948587573,42.33470977934852,170.06996164809425
568,VEHICLE,140,10,2,84.08238584815987,13.503724659362863,21.678049265850863,64.60096286097699
569,EDGE,130,50,2,46.49355743729234,52.919782371568594,39.74228431672344,118.99701267283258
570,CLOUD,125,300,3,34.073488786111966,97.08034923594064,11.856695555007667,149.85968655352832
571,EDGE,130,150,2,93.35917012507763,49.21415899962605,39.22061583158709,74.45255790770597
572,VEHICLE,160,15,2,32.71923136092433,41.26799240678298,39.84801532996029,90.68179836503947
573,CLOUD,125,300,3,68.13149935093682,28.924990192993334,17.90765576485294,149.29044619533062
574,EDGE,125,150,3,79.23101818707784,52.76347816990713,32.909011442516075,144.23359554764022
575,CLOUD,135,300,1,72.97409100032256,71.36383020465311,38.83452169337213,97.15378336496147
576,EDGE,135,150,1,66.93447780779687,12.332248115622626,5.20935046217596,108.30886174743492
577,EDGE,135,150,1,92.12057513562021,26.39083650993872,35.22075723028911,102.03811503800381
578,VEHICLE,155,15,3,51.21705008610172,81.59915319526961,22.770698273794952,108.42961341265772
579,EDGE,130,50,2,42.61247660010133,14.802216025254499,20.317514659920505,64.97535520112234
580,CLOUD,135,300,1,85.9604553431806,71.462345454446,13.037254683247916,109.25260239742363
581,EDGE,105,150,3,34.168640317159564,59.45916088628726,49.88405759080744,131.53420450698454
582,EDGE,130,50,2,35.8497116553874,77.59048214436692,10.64349218734254,73.03035325886866
583,EDGE,135,50,1,66.44323119339262,12.340674126827492,20.77796605139239,84.95028507302574
584,EDGE,130,50,2,57.53353017943042,77.20701165072052,13.13149557934152,167.09437887989083
585,EDGE,125,150,3,94.90008834204876,48.625124675012586,24.99400093291281,146.25035022467057
586,VEHICLE,160,15,2,31.83293254082988,61.10148573521858,24.181807879796274,118.55543396155454
587,VEHICLE,155,10,3,83.92654600254292,40.216132451559474,29.83932908882662,128.71839902205477
588,EDGE,125,50,3,55.34420286846871,85.13834751744974,34.469971845491315,67.26146349959403
589,VEHICLE,160,15,2,80.7805485587977,52.614838854358574,39.57848934361943,110.05994389208632
590,EDGE,125,50,3,83.37212303059155,11.788664112794919,7.873808729696682,154.03338409574218
591,CLOUD,110,300,2,91.25132868022767,97.28443402619925,49.94756211631303,159.14728454794925
592,EDGE,135,50,1,90.95845972729168,99.76089204966912,28.199074032774213,81.09810940051759
593,EDGE,105,50,3,63.07004970732412,89.93598229730395,49.302177448934586,133.08014354004635
594,CLOUD,130,300,2,31.48258275181997,85.29099406513951,15.684299021154386,62.349015459282484
595,EDGE,135,50,1,66.15262967488472,39.048369804178364,32.53106138207113,162.24037724337148
596,EDGE,125,150,3,55.19497090025537,64.44909944563403,26.621983625028676,148.2206299717613
597,EDGE,125,150,3,81.73617215392983,36.0757883041701,28.097563019700157,173.78879608776558
598,CLOUD,125,300,3,36.45046369119924,30.893676149272636,37.00863884073656,95.04072227973451
599,EDGE,130,50,2,90.15174118822284,46.37528915611126,10.763629217631529,176.35870113704198
600,VEHICLE,155,10,3,40.121735684634515,58.80403663874317,30.02744489630286,124.22334075978566
601,CLOUD,125,300,3,84.83535006224193,51.711516940947966,45.779759986912325,132.98394435974637
602,VEHICLE,165,10,1,74.11356966344118,94.4363225931777,24.37055901861416,160.46163857206403
603,EDGE,110,150,2,93.10195777527935,43.54042578104926,43.78145991562175,171.56829604656045
604,CLOUD,125,300,3,48.805842257520624,55.909413742040975,11.106497349304199,143.73996119041635
605,CLOUD,130,300,2,45.13971162648721,96.64305873782533,34.239585450960234,135.11080383677324
