step,vehicle_id,speed,position_x,position_y,traffic_density,network_quality,battery,task_type,priority,latency_requirement,task_size,decision,timestamp
28,veh12,11.43,65.47,0.0,HIGH,POOR,83.75,lane_detection,9,10,16,VEHICLE,2026-06-23 00:01:30
28,veh13,12.79,44.01,0.0,HIGH,MODERATE,81.31,obstacle_detection,10,29,23,VEHICLE,2026-06-23 00:01:30
28,veh14,14.38,19.48,0.0,HIGH,POOR,44.57,traffic_sign_recognition,8,62,50,EDGE,2026-06-23 00:01:30
28,veh15,12.05,5.1,0.0,HIGH,POOR,74.47,obstacle_detection,9,22,35,VEHICLE,2026-06-23 00:01:30
28,veh2,12.62,329.84,0.0,HIGH,MODERATE,78.84,route_planning,4,111,56,EDGE,2026-06-23 00:01:30
28,veh3,12.91,307.83,0.0,HIGH,MODERATE,62.28,traffic_sign_recognition,7,33,38,EDGE,2026-06-23 00:01:30
28,veh4,12.53,284.85,0.0,HIGH,MODERATE,38.47,lane_detection,10,10,12,VEHICLE,2026-06-23 00:01:30
28,veh5,11.5,262.76,0.0,HIGH,MODERATE,55.52,lane_detection,10,19,32,VEHICLE,2026-06-23 00:01:30
28,veh6,11.29,203.06,0.0,HIGH,POOR,51.12,driver_behavior_analysis,4,176,74,EDGE,2026-06-23 00:01:30
28,veh7,10.94,183.03,0.0,HIGH,MODERATE,72.46,driver_behavior_analysis,2,128,100,EDGE,2026-06-23 00:01:30
28,veh8,11.08,155.04,0.0,HIGH,POOR,72.35,route_planning,7,84,67,EDGE,2026-06-23 00:01:30
28,veh9,11.59,134.98,0.0,HIGH,MODERATE,91.22,lane_detection,10,14,18,VEHICLE,2026-06-23 00:01:30
29,veh1,13.98,411.47,0.0,HIGH,MODERATE,51.59,obstacle_detection,9,14,31,VEHICLE,2026-06-23 00:01:30
29,veh10,11.79,118.32,0.0,HIGH,POOR,89.9,lane_detection,9,22,23,VEHICLE,2026-06-23 00:01:30
29,veh11,10.61,97.55,0.0,HIGH,POOR,61.42,driver_behavior_analysis,5,143,52,EDGE,2026-06-23 00:01:30
29,veh12,11.2,76.67,0.0,HIGH,MODERATE,37.7,vehicle_diagnostics,2,121,116,EDGE,2026-06-23 00:01:30
29,veh13,11.31,55.33,0.0,HIGH,POOR,59.65,obstacle_detection,10,20,22,VEHICLE,2026-06-23 00:01:30
29,veh14,13.24,32.72,0.0,HIGH,POOR,76.81,traffic_sign_recognition,8,63,39,EDGE,2026-06-23 00:01:30
29,veh15,11.92,17.02,0.0,HIGH,MODERATE,91.87,vehicle_diagnostics,1,115,110,EDGE,2026-06-23 00:01:30
29,veh2,12.99,342.83,0.0,HIGH,POOR,46.18,traffic_sign_recognition,8,39,31,EDGE,2026-06-23 00:01:30
29,veh3,12.27,320.1,0.0,HIGH,POOR,58.72,obstacle_detection,9,17,26,VEHICLE,2026-06-23 00:01:30
29,veh4,12.74,297.59,0.0,HIGH,POOR,48.28,vehicle_diagnostics,2,186,93,EDGE,2026-06-23 00:01:30
29,veh5,12.35,275.12,0.0,HIGH,MODERATE,56.29,driver_behavior_analysis,5,103,70,EDGE,2026-06-23 00:01:30
29,veh6,11.39,214.45,0.0,HIGH,POOR,48.15,route_planning,6,94,48,EDGE,2026-06-23 00:01:30
29,veh7,11.11,194.14,0.0,HIGH,POOR,94.94,traffic_sign_recognition,6,57,32,EDGE,2026-06-23 00:01:30
29,veh8,12.3,167.34,0.0,HIGH,MODERATE,50.39,obstacle_detection,10,10,28,VEHICLE,2026-06-23 00:01:30
29,veh9,10.81,145.79,0.0,HIGH,MODERATE,51.44,driver_behavior_analysis,1,197,89,EDGE,2026-06-23 00:01:30
30,veh1,13.45,424.91,0.0,HIGH,MODERATE,58.38,lane_detection,9,20,26,VEHICLE,2026-06-23 00:01:30
30,veh10,10.73,129.05,0.0,HIGH,MODERATE,83.13,obstacle_detection,8,13,22,VEHICLE,2026-06-23 00:01:30
30,veh11,12.0,109.55,0.0,HIGH,MODERATE,47.38,lane_detection,10,19,25,VEHICLE,2026-06-23 00:01:30
30,veh12,10.34,87.01,0.0,HIGH,POOR,72.16,vehicle_diagnostics,1,130,109,EDGE,2026-06-23 00:01:30
30,veh13,11.78,67.1,0.0,HIGH,MODERATE,66.92,obstacle_detection,10,10,18,VEHICLE,2026-06-23 00:01:30
30,veh14,12.33,45.05,0.0,HIGH,POOR,54.98,route_planning,7,93,40,EDGE,2026-06-23 00:01:30
30,veh15,11.11,28.13,0.0,HIGH,MODERATE,82.16,lane_detection,9,29,30,VEHICLE,2026-06-23 00:01:30
30,veh16,11.96,5.1,0.0,HIGH,POOR,54.65,lane_detection,8,26,22,VEHICLE,2026-06-23 00:01:30
30,veh2,12.52,355.35,0.0,HIGH,POOR,50.6,vehicle_diagnostics,1,114,78,EDGE,2026-06-23 00:01:30
30,veh3,13.53,333.63,0.0,HIGH,MODERATE,86.28,lane_detection,10,15,27,VEHICLE,2026-06-23 00:01:30
30,veh4,12.5,310.09,0.0,HIGH,MODERATE,35.43,driver_behavior_analysis,2,168,70,EDGE,2026-06-23 00:01:30
30,veh5,13.47,288.58,0.0,HIGH,POOR,73.49,traffic_sign_recognition,7,40,50,EDGE,2026-06-23 00:01:30
30,veh6,10.79,225.24,0.0,HIGH,POOR,92.9,lane_detection,9,13,16,VEHICLE,2026-06-23 00:01:30
30,veh7,11.56,205.7,0.0,HIGH,MODERATE,83.57,route_planning,6,76,86,EDGE,2026-06-23 00:01:30
30,veh8,11.6,178.94,0.0,HIGH,MODERATE,42.69,driver_behavior_analysis,5,197,88,EDGE,2026-06-23 00:01:30
30,veh9,11.65,157.45,0.0,HIGH,MODERATE,73.83,driver_behavior_analysis,3,178,66,EDGE,2026-06-23 00:01:30
31,veh1,14.38,439.29,0.0,HIGH,POOR,64.18,driver_behavior_analysis,2,189,73,EDGE,2026-06-23 00:01:30
31,veh10,11.63,140.67,0.0,HIGH,POOR,64.3,driver_behavior_analysis,3,107,54,EDGE,2026-06-23 00:01:30
31,veh11,10.4,119.95,0.0,HIGH,MODERATE,86.94,traffic_sign_recognition,7,42,23,EDGE,2026-06-23 00:01:30
31,veh12,12.88,99.89,0.0,HIGH,MODERATE,64.99,vehicle_diagnostics,2,106,63,EDGE,2026-06-23 00:01:30
31,veh13,10.99,78.09,0.0,HIGH,MODERATE,94.13,lane_detection,10,20,11,VEHICLE,2026-06-23 00:01:30
31,veh14,12.66,57.71,0.0,HIGH,MODERATE,78.93,lane_detection,10,28,26,VEHICLE,2026-06-23 00:01:30
31,veh15,10.17,38.3,0.0,HIGH,POOR,67.6,obstacle_detection,10,22,23,VEHICLE,2026-06-23 00:01:30
31,veh16,12.32,17.42,0.0,HIGH,POOR,79.47,vehicle_diagnostics,2,150,91,EDGE,2026-06-23 00:01:30
31,veh2,12.45,367.8,0.0,HIGH,POOR,65.26,route_planning,7,78,70,EDGE,2026-06-23 00:01:30
31,veh3,12.69,346.32,0.0,HIGH,MODERATE,80.32,driver_behavior_analysis,4,167,74,EDGE,2026-06-23 00:01:30
31,veh4,13.17,323.26,0.0,HIGH,POOR,41.17,lane_detection,8,14,22,VEHICLE,2026-06-23 00:01:30
31,veh5,11.92,300.51,0.0,HIGH,MODERATE,62.91,obstacle_detection,9,19,18,VEHICLE,2026-06-23 00:01:30
31,veh6,11.14,236.38,0.0,HIGH,POOR,80.45,route_planning,4,96,60,EDGE,2026-06-23 00:01:30
31,veh7,9.98,215.69,0.0,HIGH,MODERATE,77.74,driver_behavior_analysis,2,100,51,EDGE,2026-06-23 00:01:30
31,veh8,11.83,190.77,0.0,HIGH,POOR,88.75,vehicle_diagnostics,4,143,63,EDGE,2026-06-23 00:01:30
31,veh9,12.38,169.83,0.0,HIGH,MODERATE,92.87,lane_detection,9,16,19,VEHICLE,2026-06-23 00:01:30
32,veh1,14.28,453.57,0.0,HIGH,MODERATE,68.48,traffic_sign_recognition,6,59,46,EDGE,2026-06-23 00:01:30
32,veh10,10.87,151.54,0.0,HIGH,MODERATE,58.2,traffic_sign_recognition,7,68,21,EDGE,2026-06-23 00:01:30
32,veh11,11.54,131.49,0.0,HIGH,POOR,85.67,lane_detection,9,17,20,VEHICLE,2026-06-23 00:01:30
32,veh12,10.62,110.51,0.0,HIGH,POOR,88.71,obstacle_detection,10,27,34,VEHICLE,2026-06-23 00:01:30
32,veh13,12.91,91.0,0.0,HIGH,POOR,91.21,route_planning,7,94,46,EDGE,2026-06-23 00:01:30
32,veh14,10.47,68.18,0.0,HIGH,POOR,89.0,traffic_sign_recognition,8,63,38,EDGE,2026-06-23 00:01:30
32,veh15,12.03,50.33,0.0,HIGH,POOR,35.94,driver_behavior_analysis,1,168,54,EDGE,2026-06-23 00:01:30
32,veh16,11.04,28.46,0.0,HIGH,MODERATE,68.04,vehicle_diagnostics,4,127,70,EDGE,2026-06-23 00:01:30
32,veh17,11.88,5.1,0.0,HIGH,MODERATE,74.66,lane_detection,9,12,32,VEHICLE,2026-06-23 00:01:30
32,veh2,12.66,380.46,0.0,HIGH,POOR,56.45,lane_detection,10,13,19,VEHICLE,2026-06-23 00:01:30
32,veh3,12.91,359.23,0.0,HIGH,POOR,74.71,driver_behavior_analysis,5,116,96,EDGE,2026-06-23 00:01:30
32,veh4,12.58,335.84,0.0,HIGH,POOR,92.55,vehicle_diagnostics,3,129,109,EDGE,2026-06-23 00:01:30
32,veh5,13.07,313.57,0.0,HIGH,POOR,67.95,vehicle_diagnostics,5,125,112,EDGE,2026-06-23 00:01:30
32,veh6,10.78,247.16,0.0,HIGH,POOR,55.49,obstacle_detection,9,19,21,VEHICLE,2026-06-23 00:01:30
32,veh7,11.16,226.85,0.0,HIGH,MODERATE,59.63,traffic_sign_recognition,8,59,37,EDGE,2026-06-23 00:01:30
32,veh8,11.69,202.46,0.0,HIGH,MODERATE,91.29,route_planning,4,109,75,EDGE,2026-06-23 00:01:30
32,veh9,11.45,181.28,0.0,HIGH,MODERATE,82.08,vehicle_diagnostics,2,188,79,EDGE,2026-06-23 00:01:30
33,veh1,14.44,468.01,0.0,HIGH,MODERATE,41.23,route_planning,5,103,64,EDGE,2026-06-23 00:01:30
33,veh10,10.94,162.48,0.0,HIGH,MODERATE,75.94,lane_detection,10,22,26,VEHICLE,2026-06-23 00:01:30
33,veh11,11.42,142.9,0.0,HIGH,MODERATE,88.35,driver_behavior_analysis,4,199,77,EDGE,2026-06-23 00:01:30
33,veh12,11.72,122.23,0.0,HIGH,POOR,46.81,lane_detection,10,18,23,VEHICLE,2026-06-23 00:01:30
33,veh13,9.89,100.89,0.0,HIGH,MODERATE,36.14,obstacle_detection,8,19,25,VEHICLE,2026-06-23 00:01:30
33,veh14,12.06,80.24,0.0,HIGH,POOR,52.78,traffic_sign_recognition,7,41,31,EDGE,2026-06-23 00:01:30
33,veh15,9.46,59.79,0.0,HIGH,MODERATE,78.1,driver_behavior_analysis,5,156,92,EDGE,2026-06-23 00:01:30
33,veh16,11.77,40.23,0.0,HIGH,POOR,37.73,obstacle_detection,8,21,12,VEHICLE,2026-06-23 00:01:30
33,veh17,12.17,17.27,0.0,HIGH,POOR,64.8,lane_detection,10,16,23,VEHICLE,2026-06-23 00:01:30
33,veh2,12.62,393.08,0.0,HIGH,POOR,91.59,traffic_sign_recognition,8,70,47,EDGE,2026-06-23 00:01:30
33,veh3,12.17,371.4,0.0,HIGH,POOR,58.56,obstacle_detection,8,10,22,VEHICLE,2026-06-23 00:01:30
33,veh4,13.49,349.33,0.0,HIGH,MODERATE,89.15,traffic_sign_recognition,8,31,20,EDGE,2026-06-23 00:01:30
33,veh5,12.01,325.59,0.0,HIGH,POOR,47.08,vehicle_diagnostics,4,145,106,EDGE,2026-06-23 00:01:30
33,veh6,10.38,257.54,0.0,HIGH,MODERATE,85.96,obstacle_detection,10,27,16,VEHICLE,2026-06-23 00:01:30
33,veh7,10.61,237.46,0.0,HIGH,MODERATE,68.56,driver_behavior_analysis,1,159,54,EDGE,2026-06-23 00:01:30
33,veh8,12.24,214.7,0.0,HIGH,POOR,93.48,obstacle_detection,10,18,23,VEHICLE,2026-06-23 00:01:30
33,veh9,11.16,192.44,0.0,HIGH,POOR,46.85,driver_behavior_analysis,2,120,115,EDGE,2026-06-23 00:01:30
34,veh1,13.97,481.99,0.0,HIGH,MODERATE,57.84,traffic_sign_recognition,6,37,49,EDGE,2026-06-23 00:01:30
34,veh10,10.74,173.22,0.0,HIGH,POOR,56.8,traffic_sign_recognition,7,68,42,EDGE,2026-06-23 00:01:30
34,veh11,10.66,153.56,0.0,HIGH,POOR,70.02,traffic_sign_recognition,6,69,50,EDGE,2026-06-23 00:01:30
34,veh12,11.47,133.7,0.0,HIGH,POOR,35.21,traffic_sign_recognition,6,45,32,EDGE,2026-06-23 00:01:30
34,veh13,12.03,112.92,0.0,HIGH,MODERATE,57.08,lane_detection,8,27,19,VEHICLE,2026-06-23 00:01:30
34,veh14,9.8,90.04,0.0,HIGH,POOR,75.69,driver_behavior_analysis,5,120,109,EDGE,2026-06-23 00:01:30
34,veh15,10.82,70.62,0.0,HIGH,POOR,88.93,vehicle_diagnostics,3,129,85,EDGE,2026-06-23 00:01:30
34,veh16,9.43,49.66,0.0,HIGH,POOR,58.13,driver_behavior_analysis,4,109,98,EDGE,2026-06-23 00:01:30
34,veh17,11.46,28.73,0.0,HIGH,POOR,89.36,vehicle_diagnostics,4,149,63,EDGE,2026-06-23 00:01:30
34,veh18,11.53,5.1,0.0,HIGH,POOR,62.89,route_planning,6,116,86,EDGE,2026-06-23 00:01:30
34,veh2,12.42,405.5,0.0,HIGH,POOR,87.64,route_planning,4,102,47,EDGE,2026-06-23 00:01:30
34,veh3,12.62,384.02,0.0,HIGH,POOR,51.82,lane_detection,9,21,12,VEHICLE,2026-06-23 00:01:30
34,veh4,12.73,362.06,0.0,HIGH,MODERATE,51.58,lane_detection,9,16,31,VEHICLE,2026-06-23 00:01:30
34,veh5,13.49,339.08,0.0,HIGH,POOR,70.18,lane_detection,10,16,30,VEHICLE,2026-06-23 00:01:30
34,veh6,10.45,267.99,0.0,HIGH,MODERATE,59.17,route_planning,6,86,75,EDGE,2026-06-23 00:01:30
34,veh7,10.27,247.73,0.0,HIGH,POOR,41.84,traffic_sign_recognition,7,48,45,EDGE,2026-06-23 00:01:30
34,veh8,10.95,225.65,0.0,HIGH,POOR,71.01,lane_detection,8,21,23,VEHICLE,2026-06-23 00:01:30
34,veh9,12.71,205.15,0.0,HIGH,MODERATE,74.73,traffic_sign_recognition,7,54,44,EDGE,2026-06-23 00:01:30
35,veh1,14.3,496.28,0.0,HIGH,MODERATE,61.12,obstacle_detection,8,28,11,VEHICLE,2026-06-23 00:01:30
35,veh10,11.48,184.7,0.0,HIGH,MODERATE,75.28,vehicle_diagnostics,3,132,109,EDGE,2026-06-23 00:01:30
35,veh11,11.11,164.67,0.0,HIGH,MODERATE,74.12,vehicle_diagnostics,1,130,103,EDGE,2026-06-23 00:01:30
35,veh12,10.12,143.82,0.0,HIGH,POOR,76.67,route_planning,5,82,90,EDGE,2026-06-23 00:01:30
35,veh13,11.62,124.54,0.0,HIGH,POOR,36.29,traffic_sign_recognition,8,67,29,EDGE,2026-06-23 00:01:30
35,veh14,12.39,102.44,0.0,HIGH,MODERATE,81.83,route_planning,6,119,74,EDGE,2026-06-23 00:01:30
35,veh15,9.23,79.84,0.0,HIGH,MODERATE,80.71,obstacle_detection,8,25,16,VEHICLE,2026-06-23 00:01:30
35,veh16,10.59,60.25,0.0,HIGH,POOR,70.57,vehicle_diagnostics,2,110,106,EDGE,2026-06-23 00:01:30
35,veh17,10.58,39.3,0.0,HIGH,MODERATE,56.95,traffic_sign_recognition,6,62,21,EDGE,2026-06-23 00:01:30
35,veh18,12.94,18.04,0.0,HIGH,MODERATE,90.91,route_planning,6,111,47,EDGE,2026-06-23 00:01:30
35,veh2,11.77,417.27,0.0,HIGH,POOR,90.49,traffic_sign_recognition,8,30,33,VEHICLE,2026-06-23 00:01:30
35,veh3,11.76,395.79,0.0,HIGH,POOR,93.03,traffic_sign_recognition,8,67,33,EDGE,2026-06-23 00:01:30
35,veh4,12.21,374.27,0.0,HIGH,MODERATE,57.33,lane_detection,8,18,29,VEHICLE,2026-06-23 00:01:30
35,veh5,12.83,351.9,0.0,HIGH,MODERATE,42.42,driver_behavior_analysis,2,187,52,EDGE,2026-06-23 00:01:30
35,veh6,11.52,279.51,0.0,HIGH,POOR,82.94,vehicle_diagnostics,1,146,118,EDGE,2026-06-23 00:01:30
35,veh7,10.66,258.39,0.0,HIGH,POOR,65.07,lane_detection,8,16,27,VEHICLE,2026-06-23 00:01:30
35,veh8,10.46,236.11,0.0,HIGH,POOR,82.35,lane_detection,8,30,16,VEHICLE,2026-06-23 00:01:30
35,veh9,10.48,215.63,0.0,HIGH,POOR,78.6,lane_detection,9,17,13,VEHICLE,2026-06-23 00:01:30
36,veh10,10.73,195.44,0.0,HIGH,POOR,92.6,traffic_sign_recognition,8,45,31,EDGE,2026-06-23 00:01:30
36,veh11,11.06,175.73,0.0,HIGH,MODERATE,66.94,route_planning,4,96,40,EDGE,2026-06-23 00:01:30
36,veh12,11.52,155.34,0.0,HIGH,MODERATE,81.59,obstacle_detection,8,24,24,VEHICLE,2026-06-23 00:01:30
36,veh13,9.79,134.33,0.0,HIGH,MODERATE,74.31,route_planning,7,94,56,EDGE,2026-06-23 00:01:30
36,veh14,12.12,114.56,0.0,HIGH,MODERATE,80.34,vehicle_diagnostics,5,105,112,EDGE,2026-06-23 00:01:30
36,veh15,10.77,90.61,0.0,HIGH,POOR,50.18,obstacle_detection,10,24,35,VEHICLE,2026-06-23 00:01:30
36,veh16,9.99,70.24,0.0,HIGH,MODERATE,37.88,driver_behavior_analysis,1,151,73,EDGE,2026-06-23 00:01:30
36,veh17,11.19,50.49,0.0,HIGH,POOR,57.09,obstacle_detection,9,17,10,VEHICLE,2026-06-23 00:01:30
36,veh18,10.97,29.01,0.0,HIGH,POOR,67.72,route_planning,4,104,43,EDGE,2026-06-23 00:01:30
36,veh19,11.24,5.1,0.0,HIGH,MODERATE,57.01,lane_detection,9,24,13,VEHICLE,2026-06-23 00:01:30
36,veh2,12.71,429.98,0.0,HIGH,POOR,91.44,traffic_sign_recognition,7,49,50,EDGE,2026-06-23 00:01:30
36,veh3,12.45,408.23,0.0,HIGH,MODERATE,89.39,driver_behavior_analysis,1,124,81,EDGE,2026-06-23 00:01:30
36,veh4,11.81,386.08,0.0,HIGH,POOR,41.24,driver_behavior_analysis,3,152,85,EDGE,2026-06-23 00:01:30
36,veh5,12.21,364.11,0.0,HIGH,MODERATE,94.54,obstacle_detection,10,16,27,VEHICLE,2026-06-23 00:01:30
36,veh6,10.63,290.14,0.0,HIGH,MODERATE,72.65,route_planning,7,117,82,EDGE,2026-06-23 00:01:30
36,veh7,11.06,269.45,0.0,HIGH,MODERATE,70.27,route_planning,7,72,57,EDGE,2026-06-23 00:01:30
36,veh8,11.75,247.86,0.0,HIGH,MODERATE,57.08,lane_detection,8,21,17,VEHICLE,2026-06-23 00:01:30
36,veh9,10.31,225.94,0.0,HIGH,MODERATE,50.42,driver_behavior_analysis,3,115,116,EDGE,2026-06-23 00:01:30
37,veh10,11.82,207.26,0.0,HIGH,MODERATE,58.82,traffic_sign_recognition,6,65,38,EDGE,2026-06-23 00:01:30
37,veh11,10.08,185.81,0.0,HIGH,POOR,36.17,route_planning,6,80,40,EDGE,2026-06-23 00:01:30
37,veh12,10.98,166.32,0.0,HIGH,MODERATE,94.16,traffic_sign_recognition,6,44,41,EDGE,2026-06-23 00:01:30
37,veh13,12.02,146.36,0.0,HIGH,POOR,39.92,route_planning,7,71,80,EDGE,2026-06-23 00:01:30
37,veh14,9.94,124.5,0.0,HIGH,POOR,53.27,driver_behavior_analysis,1,115,92,EDGE,2026-06-23 00:01:30
37,veh15,12.9,103.51,0.0,HIGH,POOR,47.26,route_planning,5,117,61,EDGE,2026-06-23 00:01:30
37,veh16,10.36,80.59,0.0,HIGH,POOR,73.67,lane_detection,9,28,23,VEHICLE,2026-06-23 00:01:30
37,veh17,10.39,60.88,0.0,HIGH,POOR,39.97,lane_detection,9,20,10,VEHICLE,2026-06-23 00:01:30
37,veh18,11.56,40.57,0.0,HIGH,MODERATE,38.3,obstacle_detection,9,29,20,VEHICLE,2026-06-23 00:01:30
37,veh19,12.48,17.58,0.0,HIGH,POOR,37.65,lane_detection,8,12,17,VEHICLE,2026-06-23 00:01:30
37,veh2,12.89,442.86,0.0,HIGH,MODERATE,73.99,route_planning,6,88,73,EDGE,2026-06-23 00:01:30
37,veh3,13.11,421.35,0.0,HIGH,POOR,91.14,lane_detection,9,15,35,VEHICLE,2026-06-23 00:01:30
37,veh4,13.08,399.16,0.0,HIGH,POOR,73.0,traffic_sign_recognition,6,46,45,EDGE,2026-06-23 00:01:30
37,veh5,12.43,376.54,0.0,HIGH,POOR,66.24,lane_detection,8,21,13,VEHICLE,2026-06-23 00:01:30
37,veh6,10.45,300.59,0.0,HIGH,MODERATE,35.61,vehicle_diagnostics,1,163,62,EDGE,2026-06-23 00:01:30
37,veh7,10.93,280.38,0.0,HIGH,MODERATE,44.9,obstacle_detection,10,24,29,VEHICLE,2026-06-23 00:01:30
37,veh8,10.9,258.76,0.0,HIGH,POOR,58.06,lane_detection,8,22,13,VEHICLE,2026-06-23 00:01:30
37,veh9,11.37,237.31,0.0,HIGH,POOR,75.45,lane_detection,8,10,17,VEHICLE,2026-06-23 00:01:30
38,veh10,11.1,218.36,0.0,HIGH,POOR,92.89,driver_behavior_analysis,2,174,74,EDGE,2026-06-23 00:01:30
38,veh11,12.53,198.33,0.0,HIGH,POOR,64.3,traffic_sign_recognition,7,36,45,EDGE,2026-06-23 00:01:30
38,veh12,10.01,176.33,0.0,HIGH,POOR,44.71,vehicle_diagnostics,5,167,79,EDGE,2026-06-23 00:01:30
38,veh13,10.34,156.7,0.0,HIGH,MODERATE,78.48,route_planning,5,113,86,EDGE,2026-06-23 00:01:30
38,veh14,11.59,136.09,0.0,HIGH,POOR,41.4,traffic_sign_recognition,6,43,27,EDGE,2026-06-23 00:01:30
38,veh15,10.7,114.2,0.0,HIGH,MODERATE,59.74,traffic_sign_recognition,8,50,20,EDGE,2026-06-23 00:01:30
38,veh16,11.77,92.37,0.0,HIGH,POOR,75.81,route_planning,7,74,83,EDGE,2026-06-23 00:01:30
38,veh17,10.79,71.66,0.0,HIGH,POOR,44.49,lane_detection,8,26,23,VEHICLE,2026-06-23 00:01:30
38,veh18,10.46,51.02,0.0,HIGH,POOR,81.98,vehicle_diagnostics,3,164,94,EDGE,2026-06-23 00:01:30
38,veh19,12.85,30.43,0.0,HIGH,POOR,39.62,obstacle_detection,10,27,30,VEHICLE,2026-06-23 00:01:30
38,veh2,12.74,455.6,0.0,HIGH,MODERATE,89.97,obstacle_detection,8,17,22,VEHICLE,2026-06-23 00:01:30
38,veh20,11.38,5.1,0.0,HIGH,POOR,91.27,vehicle_diagnostics,3,197,74,EDGE,2026-06-23 00:01:30
38,veh3,12.05,433.39,0.0,HIGH,POOR,62.12,route_planning,4,70,82,EDGE,2026-06-23 00:01:30
38,veh4,12.34,411.5,0.0,HIGH,MODERATE,66.93,lane_detection,8,26,19,VEHICLE,2026-06-23 00:01:30
38,veh5,12.91,389.45,0.0,HIGH,MODERATE,78.65,traffic_sign_recognition,6,31,34,EDGE,2026-06-23 00:01:30
38,veh6,10.43,311.02,0.0,HIGH,MODERATE,62.53,vehicle_diagnostics,5,154,59,EDGE,2026-06-23 00:01:30
38,veh7,9.92,290.3,0.0,HIGH,POOR,73.95,obstacle_detection,9,18,15,VEHICLE,2026-06-23 00:01:30
38,veh8,11.17,269.92,0.0,HIGH,MODERATE,74.74,driver_behavior_analysis,1,143,119,EDGE,2026-06-23 00:01:30
38,veh9,11.24,248.55,0.0,HIGH,POOR,43.7,obstacle_detection,8,22,33,VEHICLE,2026-06-23 00:01:30
39,veh10,11.06,229.43,0.0,HIGH,MODERATE,72.21,obstacle_detection,10,17,18,VEHICLE,2026-06-23 00:01:30
39,veh11,10.7,209.04,0.0,HIGH,MODERATE,64.84,vehicle_diagnostics,2,107,114,EDGE,2026-06-23 00:01:30
39,veh12,11.64,187.97,0.0,HIGH,POOR,70.1,route_planning,6,86,66,EDGE,2026-06-23 00:01:30
39,veh13,10.03,166.73,0.0,HIGH,MODERATE,41.81,lane_detection,10,26,16,VEHICLE,2026-06-23 00:01:30
39,veh14,10.99,147.08,0.0,HIGH,MODERATE,71.98,traffic_sign_recognition,6,49,34,EDGE,2026-06-23 00:01:30
39,veh15,11.5,125.7,0.0,HIGH,MODERATE,44.08,obstacle_detection,10,26,33,VEHICLE,2026-06-23 00:01:30
39,veh16,10.85,103.22,0.0,HIGH,POOR,42.68,lane_detection,9,27,19,VEHICLE,2026-06-23 00:01:30
39,veh17,11.65,83.31,0.0,HIGH,POOR,91.81,vehicle_diagnostics,3,197,110,EDGE,2026-06-23 00:01:30
39,veh18,11.01,62.04,0.0,HIGH,MODERATE,84.31,vehicle_diagnostics,4,123,82,EDGE,2026-06-23 00:01:30
39,veh19,10.66,41.09,0.0,HIGH,POOR,37.61,driver_behavior_analysis,3,147,77,EDGE,2026-06-23 00:01:30
39,veh2,12.88,468.48,0.0,HIGH,MODERATE,44.23,lane_detection,10,16,17,VEHICLE,2026-06-23 00:01:30
39,veh20,13.3,18.4,0.0,HIGH,POOR,48.23,obstacle_detection,9,26,35,VEHICLE,2026-06-23 00:01:30
39,veh3,12.4,445.8,0.0,HIGH,POOR,41.92,lane_detection,9,19,21,VEHICLE,2026-06-23 00:01:30
39,veh4,11.78,423.27,0.0,HIGH,POOR,55.11,lane_detection,8,23,33,VEHICLE,2026-06-23 00:01:30
39,veh5,13.02,402.47,0.0,HIGH,POOR,86.27,lane_detection,9,10,21,VEHICLE,2026-06-23 00:01:30
39,veh6,11.36,322.38,0.0,HIGH,MODERATE,55.75,driver_behavior_analysis,5,188,74,EDGE,2026-06-23 00:01:30
39,veh7,11.29,301.59,0.0,HIGH,POOR,74.24,route_planning,7,100,66,EDGE,2026-06-23 00:01:30
39,veh8,9.64,279.57,0.0,HIGH,POOR,53.04,route_planning,6,107,41,EDGE,2026-06-23 00:01:30
39,veh9,10.83,259.38,0.0,HIGH,MODERATE,49.42,route_planning,4,81,83,EDGE,2026-06-23 00:01:30
40,veh10,10.7,240.12,0.0,HIGH,MODERATE,92.24,route_planning,7,92,62,EDGE,2026-06-23 00:01:30
40,veh11,10.46,219.49,0.0,HIGH,MODERATE,56.72,route_planning,7,116,66,EDGE,2026-06-23 00:01:30
40,veh12,11.49,199.46,0.0,HIGH,MODERATE,60.82,obstacle_detection,9,28,34,VEHICLE,2026-06-23 00:01:30
40,veh13,11.54,178.27,0.0,HIGH,MODERATE,42.41,route_planning,5,95,68,EDGE,2026-06-23 00:01:30
40,veh14,10.51,157.59,0.0,HIGH,POOR,54.01,driver_behavior_analysis,2,154,90,EDGE,2026-06-23 00:01:30
40,veh15,11.87,137.57,0.0,HIGH,POOR,62.02,obstacle_detection,8,20,26,VEHICLE,2026-06-23 00:01:30
40,veh16,12.27,115.49,0.0,HIGH,MODERATE,47.88,vehicle_diagnostics,3,147,53,EDGE,2026-06-23 00:01:30
40,veh17,10.32,93.63,0.0,HIGH,POOR,79.39,obstacle_detection,10,22,14,VEHICLE,2026-06-23 00:01:30
40,veh18,12.22,74.25,0.0,HIGH,MODERATE,36.97,obstacle_detection,8,20,10,VEHICLE,2026-06-23 00:01:30
40,veh19,10.71,51.79,0.0,HIGH,MODERATE,84.69,driver_behavior_analysis,4,181,81,EDGE,2026-06-23 00:01:30
