vehicle_cpu,battery,vehicle_speed,traffic_density,edge_delay,edge_bandwidth,cloud_delay,cloud_bandwidth,task_latency,task_priority,task_size,decision
74,31,69,40,7,75,112,150,10,3,20,VEHICLE
46,68,98,88,30,69,117,53,150,2,10,EDGE
60,34,53,9,36,34,125,129,50,2,15,EDGE
95,33,36,1,39,41,173,69,10,3,20,VEHICLE
45,47,115,18,32,88,74,198,15,3,25,VEHICLE
90,37,53,69,44,84,163,199,15,3,25,VEHICLE
83,84,116,63,40,84,68,188,10,3,20,VEHICLE
93,74,105,53,31,58,102,69,15,3,25,VEHICLE
78,36,18,68,38,41,139,134,300,1,5,CLOUD
85,14,52,4,36,100,144,112,300,1,5,CLOUD
42,32,100,39,49,34,148,190,300,1,5,CLOUD
75,48,43,62,44,86,61,63,150,2,10,EDGE
60,27,53,69,14,23,86,149,150,2,10,EDGE
44,99,39,45,10,78,117,154,10,3,20,VEHICLE
88,11,101,75,48,38,66,113,10,3,20,VEHICLE
95,85,111,94,24,77,135,188,10,3,20,EDGE
68,34,62,52,13,92,160,75,150,2,10,EDGE
51,84,5,97,37,24,153,146,50,2,15,EDGE
67,42,16,68,30,41,147,79,15,3,25,VEHICLE
40,81,43,22,7,65,169,168,150,2,10,EDGE
50,63,22,80,48,75,120,84,50,2,15,CLOUD
86,61,84,34,23,40,77,147,50,2,15,EDGE
87,73,27,74,33,94,89,156,50,2,15,EDGE
49,43,29,55,26,58,76,84,10,3,20,VEHICLE
89,69,107,90,35,36,89,151,150,2,10,EDGE
84,47,100,50,25,25,76,115,150,2,10,EDGE
60,92,32,46,6,97,165,164,300,1,5,EDGE
75,86,26,41,38,43,151,61,10,3,20,VEHICLE
57,47,86,33,23,38,103,75,10,3,20,VEHICLE
83,62,32,83,21,54,100,180,300,1,5,CLOUD
84,42,30,9,29,51,161,129,150,2,10,EDGE
95,36,105,69,22,67,110,104,15,3,25,EDGE
41,44,10,74,18,96,89,157,15,3,25,VEHICLE
43,34,57,61,14,97,179,109,50,2,15,EDGE
56,94,49,44,13,25,149,60,300,1,5,CLOUD
49,96,74,16,27,80,77,124,300,1,5,CLOUD
86,63,91,39,45,78,146,189,150,2,10,EDGE
90,55,57,62,22,80,146,179,10,3,20,EDGE
94,92,101,58,44,26,144,195,15,3,25,VEHICLE
88,70,108,76,9,33,96,124,15,3,25,EDGE
46,17,88,73,12,59,107,106,300,1,5,CLOUD
69,23,57,100,36,53,70,86,50,2,15,EDGE
74,35,72,33,10,61,138,54,10,3,20,VEHICLE
48,96,94,61,42,36,78,79,50,2,15,EDGE
58,69,95,49,7,48,162,195,10,3,20,VEHICLE
87,75,63,99,23,21,170,94,10,3,20,EDGE
61,27,24,45,13,20,66,97,300,1,5,CLOUD
72,19,38,89,8,56,126,131,15,3,25,EDGE
86,83,50,93,21,83,121,141,50,2,15,EDGE
78,14,61,31,10,91,71,152,50,2,15,EDGE
91,45,104,32,7,49,153,165,15,3,25,EDGE
79,82,42,8,25,46,120,66,15,3,25,VEHICLE
81,55,86,7,34,56,73,83,50,2,15,EDGE
84,30,48,63,14,50,144,131,300,1,5,CLOUD
94,100,67,94,32,53,76,164,15,3,25,VEHICLE
88,91,119,79,6,99,114,86,150,2,10,EDGE
51,72,7,92,39,79,146,107,300,1,5,CLOUD
88,51,105,73,38,79,93,91,150,2,10,EDGE
62,90,45,59,19,20,88,115,10,3,20,VEHICLE
84,63,45,73,36,44,84,87,10,3,20,VEHICLE
59,68,19,11,42,53,89,158,10,3,20,VEHICLE
76,99,113,82,25,32,74,71,50,2,15,EDGE
57,12,53,10,18,49,107,199,300,1,5,CLOUD
46,42,51,83,40,95,107,168,50,2,15,EDGE
56,76,43,53,11,21,115,66,150,2,10,EDGE
46,91,73,82,31,92,78,193,10,3,20,VEHICLE
84,45,86,60,7,39,97,87,300,1,5,CLOUD
77,98,72,99,38,57,106,104,300,1,5,CLOUD
68,61,108,23,12,39,83,83,50,2,15,EDGE
65,86,83,17,21,73,133,102,10,3,20,VEHICLE
53,49,3,16,48,20,74,184,10,3,20,VEHICLE
72,17,86,99,49,69,169,186,15,3,25,VEHICLE
77,37,88,53,7,45,83,142,300,1,5,CLOUD
80,22,97,45,41,30,142,179,300,1,5,CLOUD
80,82,38,12,37,81,147,106,15,3,25,VEHICLE
94,25,14,28,42,71,145,132,10,3,20,VEHICLE
93,80,51,77,40,32,69,80,50,2,15,EDGE
87,17,80,1,39,53,134,182,50,2,15,EDGE
70,18,99,48,43,98,134,62,15,3,25,VEHICLE
71,77,86,84,48,54,110,180,10,3,20,VEHICLE
41,36,3,97,47,57,137,147,150,2,10,EDGE
67,32,69,43,23,86,101,186,150,2,10,EDGE
45,97,37,87,50,46,127,158,10,3,20,VEHICLE
55,19,45,93,42,27,92,200,10,3,20,VEHICLE
72,20,14,8,20,35,62,59,150,2,10,EDGE
68,55,31,17,17,80,129,128,300,1,5,CLOUD
75,46,116,91,46,38,145,191,150,2,10,EDGE
94,31,53,43,27,43,126,130,150,2,10,EDGE
42,53,71,72,47,39,141,134,10,3,20,VEHICLE
83,26,18,70,50,85,127,193,10,3,20,VEHICLE
64,50,28,74,36,24,130,179,300,1,5,CLOUD
78,93,107,21,41,29,76,91,10,3,20,VEHICLE
41,14,101,90,30,83,85,61,300,1,5,CLOUD
69,59,62,34,39,34,148,70,300,1,5,CLOUD
76,40,66,19,23,46,136,122,300,1,5,CLOUD
92,77,111,72,30,44,155,159,15,3,25,VEHICLE
59,79,5,44,18,22,81,191,50,2,15,EDGE
86,83,119,91,44,76,61,111,300,1,5,CLOUD
47,61,55,64,29,85,117,59,50,2,15,EDGE
87,34,9,29,29,67,76,76,150,2,10,EDGE
59,52,36,69,10,53,175,122,150,2,10,EDGE
91,31,53,51,33,94,97,155,50,2,15,EDGE
59,68,44,63,14,36,133,58,50,2,15,EDGE
44,64,27,41,37,83,176,82,15,3,25,VEHICLE
69,96,58,18,31,80,112,71,300,1,5,CLOUD
90,70,94,20,44,95,172,196,15,3,25,VEHICLE
92,100,99,14,17,70,176,155,150,2,10,EDGE
73,92,45,63,16,49,113,65,10,3,20,VEHICLE
46,21,6,40,28,42,149,148,300,1,5,CLOUD
78,55,42,20,21,25,72,70,300,1,5,CLOUD
47,92,76,66,9,70,168,198,50,2,15,EDGE
91,37,55,2,31,30,127,102,10,3,20,VEHICLE
88,87,25,55,19,47,176,188,10,3,20,EDGE
56,80,8,64,13,78,78,79,300,1,5,CLOUD
65,34,34,20,24,78,72,160,150,2,10,EDGE
88,49,59,26,7,71,171,67,150,2,10,EDGE
86,14,8,61,20,28,154,73,150,2,10,EDGE
71,97,72,59,36,32,125,197,50,2,15,EDGE
45,49,104,92,13,36,172,54,15,3,25,VEHICLE
84,19,24,81,29,68,77,119,15,3,25,VEHICLE
55,16,109,85,9,79,150,145,300,1,5,CLOUD
44,28,50,55,38,74,109,147,10,3,20,VEHICLE
50,92,14,7,40,38,87,62,50,2,15,EDGE
95,20,20,98,9,71,106,140,150,2,10,EDGE
92,50,106,26,24,76,175,77,15,3,25,EDGE
67,98,80,17,30,48,66,128,15,3,25,VEHICLE
78,26,116,1,37,20,83,78,300,1,5,CLOUD
75,65,9,23,43,49,171,131,15,3,25,VEHICLE
87,47,52,8,40,92,114,95,15,3,25,VEHICLE
91,29,90,84,30,40,80,169,10,3,20,VEHICLE
45,11,0,76,50,56,127,138,150,2,10,CLOUD
61,86,115,81,48,93,136,140,50,2,15,EDGE
68,42,25,31,27,35,106,188,10,3,20,VEHICLE
68,42,93,52,6,96,97,194,150,2,10,EDGE
70,42,7,27,39,63,88,88,50,2,15,EDGE
80,14,47,97,27,21,110,195,50,2,15,EDGE
90,23,1,32,25,40,133,180,15,3,25,EDGE
47,22,110,92,41,80,159,130,15,3,25,VEHICLE
73,87,109,22,29,26,80,132,15,3,25,VEHICLE
95,33,45,66,31,89,72,122,15,3,25,VEHICLE
78,25,30,98,36,51,130,134,150,2,10,EDGE
54,71,93,59,15,20,125,89,150,2,10,EDGE
71,76,11,62,33,47,128,107,10,3,20,VEHICLE
79,73,87,3,14,93,100,113,10,3,20,VEHICLE
47,28,67,61,44,44,148,60,150,2,10,EDGE
71,41,35,45,17,74,155,82,15,3,25,VEHICLE
89,88,77,74,49,75,76,138,15,3,25,VEHICLE
58,37,36,84,50,92,163,157,10,3,20,VEHICLE
47,14,89,16,44,79,84,66,50,2,15,EDGE
43,66,91,50,11,53,86,91,15,3,25,VEHICLE
93,36,30,23,41,41,122,154,10,3,20,VEHICLE
67,45,59,63,25,32,147,133,150,2,10,EDGE
73,30,60,98,19,35,162,184,15,3,25,VEHICLE
44,45,54,77,28,95,179,103,15,3,25,VEHICLE
92,95,12,76,6,75,77,199,150,2,10,EDGE
41,81,61,3,31,30,138,58,10,3,20,VEHICLE
44,90,46,8,42,36,83,80,150,2,10,EDGE
73,98,115,63,29,64,98,75,10,3,20,VEHICLE
58,22,21,77,23,22,82,119,150,2,10,EDGE
61,61,38,98,32,30,126,123,10,3,20,VEHICLE
54,60,57,74,49,33,82,155,300,1,5,CLOUD
63,36,41,7,44,28,137,51,50,2,15,EDGE
79,98,11,67,19,53,160,120,15,3,25,VEHICLE
51,33,96,77,17,97,72,136,15,3,25,VEHICLE
78,16,34,46,31,36,61,108,50,2,15,EDGE
79,80,60,97,19,42,119,128,15,3,25,VEHICLE
73,57,65,77,13,91,139,72,10,3,20,VEHICLE
44,62,34,55,14,47,77,77,10,3,20,VEHICLE
74,45,55,19,39,32,103,74,150,2,10,EDGE
93,35,23,97,29,85,97,109,10,3,20,VEHICLE
62,51,90,70,32,29,89,123,15,3,25,VEHICLE
47,19,61,97,32,89,78,71,300,1,5,CLOUD
91,18,99,98,45,78,141,190,50,2,15,EDGE
76,91,46,83,20,24,85,77,50,2,15,EDGE
52,14,91,8,19,81,116,195,300,1,5,CLOUD
87,12,38,76,14,25,131,156,150,2,10,EDGE
76,34,36,45,36,54,74,65,300,1,5,CLOUD
58,60,96,8,31,62,180,124,150,2,10,EDGE
57,17,0,52,12,58,63,88,300,1,5,CLOUD
71,25,16,41,34,40,104,96,150,2,10,EDGE
91,59,75,27,29,81,157,196,150,2,10,EDGE
85,64,13,28,29,98,129,168,300,1,5,CLOUD
49,19,1,71,9,49,78,143,10,3,20,EDGE
54,70,8,1,26,21,118,196,150,2,10,EDGE
62,48,43,61,13,63,99,54,300,1,5,CLOUD
89,48,68,92,15,87,69,164,50,2,15,EDGE
61,96,103,4,46,41,147,90,10,3,20,VEHICLE
65,17,92,49,48,37,116,174,150,2,10,CLOUD
59,15,47,15,38,88,68,79,15,3,25,VEHICLE
78,55,108,94,14,75,94,114,50,2,15,EDGE
83,17,45,94,28,77,149,147,15,3,25,VEHICLE
82,18,56,6,34,37,158,83,150,2,10,EDGE
58,31,93,99,36,49,78,168,15,3,25,VEHICLE
47,18,114,90,17,79,158,68,15,3,25,EDGE
42,46,77,45,13,74,92,88,50,2,15,EDGE
51,64,119,80,35,58,87,199,150,2,10,EDGE
78,21,36,61,48,67,175,144,300,1,5,EDGE
86,47,93,26,35,29,97,191,150,2,10,EDGE
59,35,83,24,47,88,115,174,150,2,10,CLOUD
93,53,11,94,50,61,151,191,10,3,20,VEHICLE
87,13,50,65,18,36,154,143,50,2,15,EDGE
70,99,87,4,20,55,150,54,10,3,20,VEHICLE
71,70,52,72,40,38,121,50,300,1,5,CLOUD
41,91,115,65,25,74,94,143,150,2,10,EDGE
95,32,102,18,16,89,142,103,10,3,20,EDGE
65,49,77,92,29,100,146,160,50,2,15,EDGE
82,43,83,94,25,33,135,165,50,2,15,EDGE
92,66,9,5,7,63,178,66,150,2,10,EDGE
49,10,101,81,27,51,154,85,300,1,5,EDGE
61,76,34,65,49,69,113,80,150,2,10,CLOUD
85,93,1,5,14,31,75,81,300,1,5,CLOUD
52,98,43,76,10,25,96,189,50,2,15,EDGE
59,14,55,66,18,70,79,120,50,2,15,EDGE
46,15,45,91,27,24,107,114,150,2,10,EDGE
76,70,49,66,14,44,117,57,10,3,20,VEHICLE
93,28,22,81,24,21,93,138,10,3,20,EDGE
74,51,58,88,5,93,86,178,10,3,20,VEHICLE
75,51,91,43,5,90,68,94,15,3,25,VEHICLE
52,84,106,76,32,92,98,58,300,1,5,CLOUD
52,51,83,78,5,82,103,167,300,1,5,CLOUD
79,80,117,67,30,68,94,199,10,3,20,VEHICLE
79,65,49,94,33,69,114,156,300,1,5,CLOUD
90,86,51,72,5,53,153,154,10,3,20,EDGE
79,31,46,91,46,90,65,68,10,3,20,VEHICLE
56,38,116,75,23,53,106,190,300,1,5,CLOUD
41,72,103,44,39,100,88,192,15,3,25,VEHICLE
79,88,80,85,27,25,78,122,300,1,5,CLOUD
48,99,39,63,26,90,108,145,150,2,10,EDGE
67,90,13,55,43,57,73,66,10,3,20,VEHICLE
88,62,96,100,50,62,177,136,300,1,5,EDGE
43,61,44,47,25,20,90,121,15,3,25,VEHICLE
44,96,61,24,42,82,67,77,15,3,25,VEHICLE
65,90,116,34,32,81,119,154,150,2,10,EDGE
70,71,73,38,21,52,126,197,300,1,5,CLOUD
80,47,38,32,30,50,157,130,300,1,5,EDGE
86,75,57,28,41,68,153,51,300,1,5,EDGE
84,65,68,66,19,83,63,127,15,3,25,VEHICLE
82,29,90,66,6,58,121,189,50,2,15,EDGE
72,68,65,58,46,48,122,109,10,3,20,VEHICLE
66,81,53,5,24,68,77,51,50,2,15,EDGE
88,48,69,14,16,38,143,192,150,2,10,EDGE
45,80,41,13,44,57,100,100,50,2,15,EDGE
49,80,30,30,45,86,108,62,300,1,5,CLOUD
69,14,101,90,45,69,62,89,150,2,10,EDGE
92,81,73,23,27,46,119,68,15,3,25,VEHICLE
86,15,84,79,35,70,139,106,150,2,10,EDGE
71,62,68,28,10,36,128,69,150,2,10,EDGE
47,81,7,76,14,70,127,168,10,3,20,VEHICLE
86,38,65,29,27,54,100,166,10,3,20,VEHICLE
53,13,52,77,11,93,165,103,300,1,5,EDGE
90,79,90,43,22,94,105,130,15,3,25,EDGE
56,29,61,47,49,81,84,123,15,3,25,VEHICLE
43,50,107,21,48,38,171,199,10,3,20,VEHICLE
58,64,40,81,16,82,168,120,15,3,25,VEHICLE
49,82,34,75,35,78,151,145,300,1,5,EDGE
86,12,58,60,44,100,149,153,300,1,5,CLOUD
95,87,80,66,17,32,122,117,150,2,10,EDGE
84,35,56,75,26,97,64,64,300,1,5,CLOUD
87,16,68,49,32,53,75,102,300,1,5,CLOUD
73,91,74,2,30,78,179,60,15,3,25,VEHICLE
60,84,47,98,43,69,132,51,10,3,20,VEHICLE
47,57,24,39,7,52,106,114,50,2,15,EDGE
44,11,118,58,19,87,132,110,15,3,25,EDGE
46,80,88,13,33,38,62,70,50,2,15,EDGE
72,81,62,13,40,41,164,131,50,2,15,EDGE
69,26,92,37,22,29,107,127,50,2,15,EDGE
75,56,9,53,41,31,107,135,300,1,5,CLOUD
88,66,83,91,11,54,125,109,50,2,15,EDGE
64,69,11,91,8,48,72,95,15,3,25,VEHICLE
59,41,42,40,35,35,167,197,15,3,25,VEHICLE
51,27,80,39,50,33,150,157,150,2,10,EDGE
93,73,26,43,10,52,119,139,50,2,15,EDGE
42,10,24,26,33,50,163,146,50,2,15,EDGE
68,46,44,97,8,61,129,140,50,2,15,EDGE
40,73,112,96,36,98,83,112,300,1,5,CLOUD
73,22,106,57,20,86,138,94,50,2,15,EDGE
62,68,51,11,21,44,172,79,15,3,25,VEHICLE
72,70,23,61,5,27,126,129,150,2,10,EDGE
82,51,66,19,11,53,70,95,150,2,10,EDGE
66,13,109,13,26,91,180,148,10,3,20,VEHICLE
41,22,70,26,32,51,88,119,300,1,5,CLOUD
58,74,30,9,30,35,89,62,300,1,5,CLOUD
50,73,114,39,30,34,61,113,150,2,10,EDGE
40,97,37,38,50,70,169,71,50,2,15,VEHICLE
45,34,43,54,28,97,138,196,150,2,10,EDGE
86,47,54,66,34,58,91,165,15,3,25,VEHICLE
48,58,105,27,35,70,87,96,300,1,5,CLOUD
95,42,63,100,5,48,148,111,15,3,25,EDGE
73,77,51,21,38,37,169,67,150,2,10,EDGE
94,19,86,28,33,50,154,167,300,1,5,EDGE
60,39,48,76,11,22,64,192,50,2,15,EDGE
55,52,92,3,50,24,160,140,300,1,5,EDGE
74,36,35,16,45,68,96,130,300,1,5,CLOUD
49,27,0,27,12,48,146,64,10,3,20,VEHICLE
44,42,55,70,10,43,111,131,300,1,5,CLOUD
51,13,54,7,18,21,124,152,15,3,25,VEHICLE
75,88,107,77,31,70,122,163,150,2,10,EDGE
64,42,54,29,42,25,106,150,10,3,20,VEHICLE
59,89,119,9,12,33,164,112,300,1,5,EDGE
90,81,87,22,40,88,66,129,10,3,20,VEHICLE
76,33,10,47,9,69,155,113,150,2,10,EDGE
42,21,114,37,46,20,112,55,300,1,5,CLOUD
81,37,82,47,48,85,102,192,150,2,10,CLOUD
76,23,35,18,32,73,175,129,150,2,10,EDGE
88,90,22,71,32,31,119,120,50,2,15,EDGE
76,38,0,8,31,25,175,129,50,2,15,EDGE
59,49,85,96,15,34,166,87,15,3,25,VEHICLE
89,29,48,58,23,94,169,86,10,3,20,EDGE
44,14,18,18,36,92,173,76,10,3,20,VEHICLE
84,74,70,98,17,92,165,134,50,2,15,EDGE
43,79,4,95,34,89,72,175,150,2,10,EDGE
91,58,101,27,38,36,147,183,15,3,25,VEHICLE
63,67,83,55,29,67,125,169,50,2,15,EDGE
75,46,7,65,6,67,152,57,10,3,20,VEHICLE
73,24,115,59,7,61,71,124,300,1,5,CLOUD
86,12,101,35,9,41,156,53,300,1,5,EDGE
54,67,3,61,25,92,60,187,10,3,20,VEHICLE
70,45,10,35,31,35,60,156,50,2,15,EDGE
40,23,116,98,48,89,94,75,10,3,20,VEHICLE
86,64,117,89,39,59,102,175,15,3,25,VEHICLE
56,58,39,71,16,32,177,137,50,2,15,EDGE
83,98,18,70,6,26,96,82,50,2,15,EDGE
42,100,106,55,26,49,92,169,50,2,15,EDGE
95,38,80,86,20,69,139,141,150,2,10,EDGE
65,74,36,50,9,39,145,171,15,3,25,VEHICLE
55,42,96,72,42,65,152,165,150,2,10,EDGE
89,17,52,7,21,64,70,106,150,2,10,EDGE
60,78,110,47,6,86,169,65,10,3,20,VEHICLE
42,90,51,1,44,35,94,168,300,1,5,CLOUD
57,15,114,98,11,91,110,82,150,2,10,EDGE
70,87,37,8,48,37,106,135,15,3,25,VEHICLE
75,54,71,97,34,67,131,149,150,2,10,EDGE
81,34,3,11,33,26,91,67,300,1,5,CLOUD
76,48,28,70,33,92,63,123,15,3,25,VEHICLE
79,67,12,81,31,86,86,168,300,1,5,CLOUD
84,58,52,87,9,24,163,138,300,1,5,EDGE
78,61,15,26,30,74,163,96,300,1,5,EDGE
52,11,59,32,31,57,70,82,10,3,20,VEHICLE
42,47,100,28,9,24,116,156,300,1,5,CLOUD
73,74,21,50,24,89,170,54,15,3,25,VEHICLE
65,21,65,98,31,74,110,72,10,3,20,VEHICLE
52,59,116,100,40,47,116,93,10,3,20,VEHICLE
70,29,13,38,33,68,70,91,300,1,5,CLOUD
85,58,41,74,12,48,168,125,50,2,15,EDGE
79,71,93,89,41,37,78,91,15,3,25,VEHICLE
87,88,69,61,38,61,123,97,50,2,15,EDGE
79,43,46,31,48,36,96,93,50,2,15,CLOUD
45,89,62,19,5,32,141,160,15,3,25,VEHICLE
59,17,119,96,10,21,81,82,300,1,5,CLOUD
90,59,107,51,10,96,180,132,15,3,25,EDGE
72,34,115,37,9,45,175,80,50,2,15,EDGE
87,49,30,72,30,98,85,167,10,3,20,VEHICLE
42,37,83,25,19,46,69,172,50,2,15,EDGE
42,51,80,84,15,95,94,107,150,2,10,EDGE
47,12,34,18,46,33,112,112,10,3,20,VEHICLE
41,89,60,20,20,73,118,80,50,2,15,EDGE
94,20,40,83,38,54,155,166,10,3,20,VEHICLE
90,60,75,59,16,44,154,194,15,3,25,EDGE
40,93,100,96,22,36,139,104,10,3,20,VEHICLE
81,61,66,95,14,81,133,83,50,2,15,EDGE
88,93,81,89,18,40,119,125,300,1,5,CLOUD
49,62,40,90,46,29,64,51,10,3,20,VEHICLE
70,12,28,15,40,53,168,193,150,2,10,EDGE
93,31,83,47,26,63,171,110,50,2,15,EDGE
46,86,120,53,15,93,96,186,50,2,15,EDGE
64,89,25,13,21,67,98,56,150,2,10,EDGE
54,65,47,75,33,83,81,120,300,1,5,CLOUD
45,48,4,9,42,86,67,66,300,1,5,CLOUD
71,61,78,78,14,93,89,51,150,2,10,EDGE
58,27,39,76,27,37,152,128,150,2,10,EDGE
72,75,50,17,33,92,101,64,150,2,10,EDGE
55,14,44,58,29,62,111,156,10,3,20,VEHICLE
80,42,74,77,11,96,137,56,300,1,5,CLOUD
65,99,82,75,43,80,133,194,150,2,10,EDGE
42,62,28,6,8,37,133,107,300,1,5,CLOUD
46,46,30,44,49,49,125,126,150,2,10,VEHICLE
55,100,68,59,41,54,171,157,10,3,20,VEHICLE
86,25,91,12,23,69,79,63,10,3,20,EDGE
80,77,0,61,10,23,93,72,300,1,5,CLOUD
50,55,80,88,29,73,164,146,300,1,5,EDGE
67,55,97,87,33,87,74,86,150,2,10,EDGE
53,60,47,45,24,60,176,128,150,2,10,EDGE
82,78,48,17,16,67,60,127,300,1,5,CLOUD
42,44,7,43,20,98,94,131,15,3,25,VEHICLE
57,88,38,86,35,36,97,180,10,3,20,VEHICLE
70,56,110,39,50,87,64,162,10,3,20,VEHICLE
76,43,85,56,49,53,110,195,50,2,15,CLOUD
49,78,87,99,7,62,85,63,150,2,10,EDGE
74,74,19,24,42,21,102,91,15,3,25,VEHICLE
62,55,94,3,41,95,66,178,10,3,20,VEHICLE
51,21,96,27,29,34,118,136,300,1,5,CLOUD
77,29,55,89,26,42,155,69,150,2,10,EDGE
92,45,115,78,27,71,115,193,150,2,10,EDGE
91,97,55,26,47,21,80,182,300,1,5,CLOUD
48,81,32,40,15,98,72,111,15,3,25,VEHICLE
48,97,60,33,41,28,164,159,15,3,25,VEHICLE
43,20,29,8,16,77,134,164,50,2,15,EDGE
75,48,57,16,48,31,110,128,300,1,5,CLOUD
45,40,28,39,20,62,84,135,300,1,5,CLOUD
83,49,53,40,15,44,136,177,300,1,5,CLOUD
70,90,99,54,45,42,123,184,10,3,20,VEHICLE
72,88,100,46,43,39,123,74,150,2,10,EDGE
64,16,115,47,29,84,107,108,15,3,25,VEHICLE
82,81,8,72,14,20,130,66,300,1,5,CLOUD
41,13,18,88,16,35,134,198,10,3,20,EDGE
76,72,88,30,21,82,155,115,15,3,25,VEHICLE
71,43,30,88,46,85,91,145,50,2,15,CLOUD
66,98,23,87,7,86,100,163,15,3,25,VEHICLE
82,77,56,13,8,77,61,125,150,2,10,EDGE
60,10,5,5,26,63,101,77,10,3,20,VEHICLE
50,89,66,90,39,67,140,53,300,1,5,CLOUD
60,60,11,97,19,20,146,142,10,3,20,VEHICLE
49,34,100,15,15,76,153,151,150,2,10,EDGE
90,79,119,3,40,33,146,162,300,1,5,CLOUD
90,60,93,6,23,90,90,116,10,3,20,EDGE
67,97,86,12,29,24,94,64,10,3,20,VEHICLE
92,58,63,13,7,51,164,112,15,3,25,EDGE
65,95,100,90,9,36,135,186,15,3,25,VEHICLE
45,42,65,49,40,39,95,82,10,3,20,VEHICLE
47,55,40,7,16,88,70,134,150,2,10,EDGE
50,27,30,65,45,72,97,121,10,3,20,VEHICLE
73,17,115,26,44,91,135,51,10,3,20,VEHICLE
91,46,94,31,42,39,95,118,10,3,20,VEHICLE
53,82,94,71,48,59,78,159,150,2,10,CLOUD
49,36,90,81,30,96,157,69,150,2,10,EDGE
42,60,81,15,8,31,151,51,10,3,20,VEHICLE
48,14,23,36,27,38,77,54,150,2,10,EDGE
54,23,58,38,23,56,163,193,10,3,20,VEHICLE
81,32,65,35,47,59,155,76,300,1,5,EDGE
60,30,77,37,48,50,78,171,10,3,20,VEHICLE
75,79,25,89,17,68,162,104,15,3,25,VEHICLE
63,96,89,88,7,39,128,55,10,3,20,VEHICLE
83,69,30,100,21,30,125,87,300,1,5,CLOUD
65,25,15,80,17,67,75,155,50,2,15,EDGE
91,49,22,33,19,67,88,69,300,1,5,CLOUD
66,41,13,10,22,64,164,145,15,3,25,VEHICLE
70,82,52,78,47,64,119,85,300,1,5,CLOUD
43,37,78,68,32,95,163,95,15,3,25,VEHICLE
61,49,70,69,45,92,130,137,150,2,10,EDGE
74,90,54,51,50,39,117,189,15,3,25,VEHICLE
74,20,61,2,37,78,154,134,150,2,10,EDGE
87,25,108,14,30,63,166,59,300,1,5,EDGE
69,34,11,59,41,21,100,91,15,3,25,VEHICLE
40,28,10,67,25,79,130,124,150,2,10,EDGE
74,52,78,88,32,23,180,125,50,2,15,EDGE
48,15,107,48,10,94,64,200,50,2,15,EDGE
64,23,88,7,24,97,148,159,300,1,5,CLOUD
90,28,12,100,48,82,123,72,50,2,15,CLOUD
81,96,17,23,28,99,113,158,15,3,25,VEHICLE
82,60,18,18,23,53,174,58,15,3,25,VEHICLE
40,99,20,13,43,47,180,83,50,2,15,EDGE
75,32,73,67,48,100,92,137,150,2,10,CLOUD
61,48,58,90,31,32,137,67,15,3,25,VEHICLE
60,99,41,93,25,62,108,190,15,3,25,VEHICLE
69,59,109,69,30,90,161,131,15,3,25,VEHICLE
86,11,49,95,43,32,112,120,50,2,15,EDGE
43,82,104,52,11,31,116,132,300,1,5,CLOUD
46,27,8,20,11,98,81,132,15,3,25,VEHICLE
48,82,65,80,24,45,142,117,15,3,25,VEHICLE
46,13,60,63,5,46,148,199,50,2,15,EDGE
57,68,31,96,9,92,92,138,150,2,10,EDGE
56,79,53,77,30,44,170,178,300,1,5,EDGE
94,53,69,31,13,36,126,155,15,3,25,EDGE
87,61,85,85,34,27,137,64,150,2,10,EDGE
51,83,5,53,8,49,107,114,15,3,25,VEHICLE
87,55,14,84,8,72,109,68,10,3,20,EDGE
63,94,63,61,35,67,163,124,10,3,20,VEHICLE
46,91,79,45,18,74,132,181,50,2,15,EDGE
69,50,93,20,44,100,126,58,300,1,5,CLOUD
65,73,109,47,48,96,157,191,300,1,5,EDGE
72,58,108,92,28,75,131,103,50,2,15,EDGE
46,37,81,42,49,96,166,165,10,3,20,VEHICLE
92,15,74,56,30,85,95,133,10,3,20,VEHICLE
40,50,48,54,47,39,72,149,150,2,10,VEHICLE
73,66,17,30,26,72,96,165,15,3,25,VEHICLE
95,34,17,67,25,36,89,95,15,3,25,EDGE
92,17,69,92,43,88,78,111,10,3,20,VEHICLE
59,40,84,73,20,24,86,135,150,2,10,EDGE
61,74,65,59,46,91,132,176,300,1,5,CLOUD
61,53,77,55,17,63,61,114,300,1,5,CLOUD
64,94,112,54,24,47,79,186,150,2,10,EDGE
52,91,1,37,19,56,82,86,10,3,20,VEHICLE
55,97,68,57,29,98,138,98,50,2,15,EDGE
60,83,38,98,21,41,131,63,10,3,20,VEHICLE
77,65,70,84,45,38,65,114,15,3,25,VEHICLE
57,52,36,3,41,81,168,51,150,2,10,EDGE
45,39,14,75,9,41,95,108,150,2,10,EDGE
41,24,18,36,34,39,158,52,50,2,15,EDGE
77,33,94,8,39,31,138,54,300,1,5,CLOUD
61,14,73,98,44,63,174,129,50,2,15,EDGE
55,71,39,40,37,80,87,179,300,1,5,CLOUD
46,27,26,45,47,48,91,68,15,3,25,VEHICLE
92,64,77,2,28,68,63,164,10,3,20,VEHICLE
46,85,118,98,22,28,82,61,10,3,20,VEHICLE
91,27,12,85,41,67,120,157,300,1,5,CLOUD
41,28,94,79,50,85,82,115,300,1,5,CLOUD
43,75,79,56,25,26,66,156,10,3,20,VEHICLE
65,59,113,67,43,44,67,94,10,3,20,VEHICLE
