step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision,rl_prediction
38,veh_14,9.55,23.57,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
38,veh_15,7.71,35.38,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,EDGE
38,veh_16,8.11,65.03,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
38,veh_17,12.65,78.82,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
38,veh_18,16.26,45.87,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
38,veh_19,12.64,72.13,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
38,veh_20,14.41,41.56,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
38,veh_21,9.1,99.64,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
38,veh_22,13.34,11.69,LOW,POOR,route_planning,CLOUD,CLOUD
38,veh_23,8.48,81.68,MEDIUM,MODERATE,route_planning,CLOUD,EDGE
38,veh_24,9.08,96.38,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
38,veh_25,6.29,49.87,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
38,veh_26,6.7,36.38,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
38,veh_27,5.64,80.92,HIGH,GOOD,traffic_sign_recognition,EDGE,EDGE
38,veh_28,4.77,26.75,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
38,veh_29,16.66,57.72,LOW,GOOD,vehicle_diagnostics,EDGE,CLOUD
38,veh_30,4.21,14.13,HIGH,GOOD,lane_detection,CLOUD,CLOUD
39,veh_1,14.52,59.09,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
39,veh_2,14.81,25.64,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
39,veh_3,12.43,35.89,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
39,veh_4,14.51,25.71,LOW,POOR,lane_detection,VEHICLE,VEHICLE
39,veh_5,6.85,89.92,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
39,veh_6,11.62,65.55,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
39,veh_7,7.28,46.69,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,EDGE
39,veh_8,4.67,55.86,HIGH,POOR,route_planning,EDGE,EDGE
39,veh_9,17.05,82.9,LOW,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
39,veh_10,3.08,41.12,HIGH,GOOD,obstacle_detection,EDGE,EDGE
39,veh_11,12.4,23.04,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
39,veh_12,10.11,17.5,MEDIUM,POOR,lane_detection,CLOUD,VEHICLE
39,veh_13,16.73,99.01,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
39,veh_14,5.27,59.23,HIGH,GOOD,route_planning,EDGE,EDGE
39,veh_15,7.43,95.15,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
39,veh_16,12.38,36.23,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
39,veh_17,10.77,76.81,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
39,veh_18,9.99,46.03,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
39,veh_19,15.8,12.84,LOW,POOR,traffic_sign_recognition,CLOUD,CLOUD
39,veh_20,10.5,26.35,MEDIUM,GOOD,driver_behavior_analysis,EDGE,CLOUD
39,veh_21,9.23,69.06,MEDIUM,GOOD,vehicle_diagnostics,EDGE,EDGE
39,veh_22,3.89,83.64,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
39,veh_23,6.24,69.19,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
39,veh_24,2.21,54.82,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
39,veh_25,14.21,81.62,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
39,veh_26,14.47,92.34,LOW,GOOD,vehicle_diagnostics,EDGE,CLOUD
39,veh_27,11.57,46.39,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
39,veh_28,11.5,10.43,MEDIUM,POOR,obstacle_detection,CLOUD,CLOUD
39,veh_29,4.67,22.2,HIGH,MODERATE,obstacle_detection,EDGE,CLOUD
39,veh_30,9.1,50.66,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
40,veh_1,6.36,16.62,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
40,veh_2,9.94,75.86,MEDIUM,GOOD,route_planning,EDGE,CLOUD
40,veh_3,13.52,71.91,LOW,POOR,lane_detection,VEHICLE,VEHICLE
40,veh_4,16.65,52.07,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
40,veh_5,9.31,93.48,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
40,veh_6,2.18,34.81,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
40,veh_7,17.65,43.31,LOW,GOOD,driver_behavior_analysis,EDGE,CLOUD
40,veh_8,6.56,34.82,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
40,veh_9,15.23,15.1,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
40,veh_10,2.56,34.57,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
40,veh_11,6.52,66.08,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
40,veh_12,10.06,13.62,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
40,veh_13,11.58,90.63,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
40,veh_14,7.7,96.12,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
40,veh_15,15.55,83.94,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
40,veh_16,14.15,50.29,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
40,veh_17,8.11,35.91,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
40,veh_18,8.59,89.49,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
40,veh_19,12.14,16.76,LOW,POOR,obstacle_detection,CLOUD,VEHICLE
40,veh_20,17.87,34.73,LOW,POOR,route_planning,VEHICLE,CLOUD
40,veh_21,6.84,22.37,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
40,veh_22,3.37,87.16,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
40,veh_23,13.29,31.54,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
40,veh_24,10.76,61.52,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
40,veh_25,11.39,62.72,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
40,veh_26,12.46,18.33,LOW,POOR,lane_detection,CLOUD,CLOUD
40,veh_27,6.44,62.28,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
40,veh_28,16.58,68.7,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
40,veh_29,11.74,43.6,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,EDGE
40,veh_30,12.73,47.46,LOW,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
41,veh_1,6.32,70.24,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
41,veh_2,7.84,20.01,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
41,veh_3,4.07,88.49,HIGH,GOOD,obstacle_detection,EDGE,EDGE
41,veh_4,11.51,63.96,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
41,veh_5,3.26,50.7,HIGH,GOOD,obstacle_detection,EDGE,EDGE
41,veh_6,16.33,84.54,LOW,POOR,route_planning,VEHICLE,VEHICLE
41,veh_7,7.33,95.34,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
41,veh_8,14.53,17.79,LOW,GOOD,obstacle_detection,CLOUD,CLOUD
41,veh_9,8.17,46.79,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
41,veh_10,10.74,92.55,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
41,veh_11,12.92,52.34,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
41,veh_12,10.64,84.31,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
41,veh_13,10.88,82.33,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
41,veh_14,2.19,82.53,HIGH,POOR,traffic_sign_recognition,EDGE,CLOUD
41,veh_15,16.9,92.89,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
41,veh_16,11.17,41.31,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
41,veh_17,5.82,76.4,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
41,veh_18,12.08,16.56,LOW,POOR,vehicle_diagnostics,CLOUD,EDGE
41,veh_19,15.26,71.08,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
41,veh_20,3.4,62.08,HIGH,GOOD,route_planning,EDGE,EDGE
41,veh_21,6.02,92.29,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
41,veh_22,7.12,35.58,MEDIUM,MODERATE,route_planning,EDGE,EDGE
41,veh_23,12.94,64.17,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
41,veh_24,4.16,22.77,HIGH,POOR,route_planning,EDGE,EDGE
41,veh_25,14.21,25.06,LOW,MODERATE,route_planning,EDGE,EDGE
41,veh_26,9.36,27.21,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
41,veh_27,15.63,62.53,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
41,veh_28,5.98,75.62,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
41,veh_29,13.73,77.36,LOW,POOR,route_planning,VEHICLE,VEHICLE
41,veh_30,12.33,52.35,LOW,MODERATE,route_planning,EDGE,EDGE
42,veh_1,8.0,84.91,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,EDGE
42,veh_2,5.65,43.71,HIGH,GOOD,traffic_sign_recognition,EDGE,EDGE
42,veh_3,10.03,61.35,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
42,veh_4,10.27,92.74,MEDIUM,MODERATE,route_planning,EDGE,CLOUD
42,veh_5,7.69,39.68,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
42,veh_6,12.04,32.81,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
42,veh_7,17.95,66.17,LOW,MODERATE,lane_detection,VEHICLE,EDGE
42,veh_8,11.14,10.11,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
42,veh_9,17.02,19.77,LOW,GOOD,obstacle_detection,CLOUD,CLOUD
42,veh_10,12.13,42.25,LOW,MODERATE,driver_behavior_analysis,CLOUD,EDGE
42,veh_11,13.63,18.67,LOW,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
42,veh_12,7.62,34.01,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,EDGE
42,veh_13,6.56,61.53,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
42,veh_14,10.55,95.24,MEDIUM,GOOD,route_planning,EDGE,EDGE
42,veh_15,14.07,27.16,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
42,veh_16,16.93,58.08,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
42,veh_17,15.07,41.22,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
42,veh_18,12.75,13.79,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
42,veh_19,14.5,68.29,LOW,POOR,lane_detection,VEHICLE,VEHICLE
42,veh_20,2.61,71.87,HIGH,GOOD,obstacle_detection,EDGE,EDGE
42,veh_21,2.07,36.91,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
42,veh_22,5.65,48.39,HIGH,MODERATE,lane_detection,EDGE,EDGE
42,veh_23,6.65,67.95,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
42,veh_24,11.88,56.71,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
42,veh_25,12.39,44.97,LOW,MODERATE,route_planning,EDGE,EDGE
42,veh_26,10.41,41.98,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
42,veh_27,12.75,77.54,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
42,veh_28,17.98,39.9,LOW,MODERATE,traffic_sign_recognition,CLOUD,VEHICLE
42,veh_29,11.82,68.43,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
42,veh_30,3.91,12.45,HIGH,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
43,veh_1,15.84,90.39,LOW,POOR,route_planning,VEHICLE,VEHICLE
43,veh_2,14.74,70.48,LOW,GOOD,vehicle_diagnostics,CLOUD,EDGE
43,veh_3,8.74,87.97,MEDIUM,MODERATE,route_planning,EDGE,CLOUD
43,veh_4,15.87,57.33,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
43,veh_5,5.68,74.19,HIGH,MODERATE,driver_behavior_analysis,EDGE,EDGE
43,veh_6,12.4,89.41,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
43,veh_7,14.73,11.07,LOW,POOR,driver_behavior_analysis,CLOUD,CLOUD
43,veh_8,13.81,30.81,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
43,veh_9,13.35,33.2,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
43,veh_10,10.6,22.12,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,CLOUD
43,veh_11,8.35,35.85,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
43,veh_12,6.96,20.27,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
43,veh_13,13.97,70.78,LOW,GOOD,driver_behavior_analysis,EDGE,EDGE
43,veh_14,11.81,79.83,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
43,veh_15,9.35,65.84,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
43,veh_16,14.01,32.42,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
43,veh_17,7.63,87.84,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
43,veh_18,17.22,69.06,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
43,veh_19,7.06,77.04,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
43,veh_20,10.65,53.85,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,EDGE
43,veh_21,16.21,22.32,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
43,veh_22,17.9,27.0,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
43,veh_23,7.72,45.18,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
43,veh_24,8.14,16.14,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,EDGE
43,veh_25,2.27,78.63,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
43,veh_26,3.94,67.5,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
43,veh_27,3.26,65.42,HIGH,GOOD,obstacle_detection,EDGE,EDGE
43,veh_28,17.21,17.81,LOW,POOR,vehicle_diagnostics,CLOUD,CLOUD
43,veh_29,9.79,42.97,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
43,veh_30,16.49,38.55,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
44,veh_1,17.32,75.06,LOW,GOOD,route_planning,CLOUD,CLOUD
44,veh_2,16.84,63.17,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
44,veh_3,6.12,84.04,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
44,veh_4,9.75,23.18,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
44,veh_5,3.28,91.14,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
44,veh_6,11.12,94.17,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
44,veh_7,4.48,30.6,HIGH,MODERATE,driver_behavior_analysis,EDGE,EDGE
44,veh_8,15.26,66.68,LOW,MODERATE,vehicle_diagnostics,CLOUD,EDGE
44,veh_9,14.29,73.62,LOW,POOR,route_planning,VEHICLE,VEHICLE
44,veh_10,15.87,94.31,LOW,MODERATE,traffic_sign_recognition,CLOUD,EDGE
44,veh_11,10.21,72.64,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
44,veh_12,5.46,94.19,HIGH,GOOD,traffic_sign_recognition,EDGE,EDGE
44,veh_13,8.59,28.63,MEDIUM,GOOD,route_planning,CLOUD,EDGE
44,veh_14,4.45,57.18,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
44,veh_15,13.28,76.35,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
44,veh_16,13.82,73.24,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
44,veh_17,6.96,33.81,MEDIUM,GOOD,route_planning,CLOUD,EDGE
44,veh_18,5.77,81.77,HIGH,MODERATE,vehicle_diagnostics,EDGE,EDGE
44,veh_19,13.65,65.57,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
44,veh_20,2.51,13.73,HIGH,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
44,veh_21,11.52,35.64,MEDIUM,GOOD,driver_behavior_analysis,EDGE,CLOUD
44,veh_22,12.35,95.12,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
44,veh_23,6.73,38.05,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
44,veh_24,12.55,91.01,LOW,MODERATE,driver_behavior_analysis,CLOUD,EDGE
44,veh_25,2.92,69.27,HIGH,POOR,route_planning,EDGE,EDGE
44,veh_26,3.92,12.65,HIGH,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
44,veh_27,17.82,98.29,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
44,veh_28,6.85,54.46,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
44,veh_29,17.08,94.11,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
44,veh_30,17.14,33.4,LOW,MODERATE,traffic_sign_recognition,CLOUD,EDGE
45,veh_1,11.56,98.3,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
45,veh_2,9.33,78.91,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
45,veh_3,13.87,80.09,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
45,veh_4,7.9,78.28,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
45,veh_5,11.47,17.97,MEDIUM,POOR,vehicle_diagnostics,CLOUD,VEHICLE
45,veh_6,6.9,31.0,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,EDGE
45,veh_7,14.5,92.53,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
45,veh_8,3.22,80.12,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
45,veh_9,16.75,65.95,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
45,veh_10,17.82,82.42,LOW,MODERATE,route_planning,EDGE,CLOUD
45,veh_11,5.0,16.89,HIGH,GOOD,lane_detection,CLOUD,EDGE
45,veh_12,5.52,10.41,HIGH,GOOD,lane_detection,CLOUD,CLOUD
45,veh_13,15.3,91.03,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
45,veh_14,11.4,72.03,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
45,veh_15,9.93,15.82,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
45,veh_16,10.53,98.84,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
45,veh_17,13.19,32.13,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
45,veh_18,3.65,82.49,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
45,veh_19,16.18,47.57,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
45,veh_20,16.3,86.04,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
45,veh_21,2.56,15.06,HIGH,POOR,lane_detection,CLOUD,EDGE
45,veh_22,8.0,95.41,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
45,veh_23,11.17,35.59,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
45,veh_24,11.27,90.51,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
45,veh_25,9.42,77.61,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,CLOUD
45,veh_26,6.76,57.74,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
45,veh_27,10.53,78.98,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
45,veh_28,7.16,39.97,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
45,veh_29,14.83,80.73,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
45,veh_30,8.73,51.97,MEDIUM,GOOD,vehicle_diagnostics,EDGE,CLOUD
46,veh_1,11.8,64.09,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
46,veh_2,9.5,14.02,MEDIUM,MODERATE,lane_detection,CLOUD,CLOUD
46,veh_3,2.57,63.84,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
46,veh_4,9.96,69.2,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
46,veh_5,6.93,70.22,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
46,veh_6,4.15,97.07,HIGH,GOOD,lane_detection,EDGE,EDGE
46,veh_7,16.24,30.09,LOW,GOOD,route_planning,CLOUD,CLOUD
46,veh_8,14.09,20.45,LOW,MODERATE,route_planning,CLOUD,EDGE
46,veh_9,9.51,68.82,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
46,veh_10,9.7,34.38,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
46,veh_11,5.4,25.33,HIGH,POOR,route_planning,EDGE,EDGE
46,veh_12,6.54,77.59,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
46,veh_13,8.51,54.44,MEDIUM,GOOD,route_planning,EDGE,EDGE
46,veh_14,14.52,85.45,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
46,veh_15,8.23,43.28,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
46,veh_16,13.06,47.27,LOW,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
46,veh_17,6.43,15.77,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,EDGE
46,veh_18,8.36,67.25,MEDIUM,GOOD,route_planning,CLOUD,CLOUD
46,veh_19,3.8,68.19,HIGH,MODERATE,route_planning,EDGE,EDGE
46,veh_20,8.96,92.68,MEDIUM,GOOD,traffic_sign_recognition,EDGE,CLOUD
46,veh_21,8.75,49.19,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
46,veh_22,15.51,64.69,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
46,veh_23,16.51,52.57,LOW,POOR,lane_detection,VEHICLE,VEHICLE
46,veh_24,11.39,53.69,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
46,veh_25,16.32,33.28,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
46,veh_26,15.72,89.29,LOW,MODERATE,driver_behavior_analysis,CLOUD,EDGE
46,veh_27,13.71,97.04,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
46,veh_28,17.33,71.29,LOW,MODERATE,traffic_sign_recognition,CLOUD,VEHICLE
46,veh_29,2.01,27.72,HIGH,MODERATE,lane_detection,EDGE,EDGE
46,veh_30,12.78,18.66,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
47,veh_1,4.37,20.1,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
47,veh_2,8.16,30.01,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
47,veh_3,8.81,43.42,MEDIUM,MODERATE,route_planning,EDGE,CLOUD
47,veh_4,8.79,43.79,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
47,veh_5,16.27,75.93,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
47,veh_6,12.02,96.6,LOW,GOOD,vehicle_diagnostics,EDGE,CLOUD
47,veh_7,14.54,12.08,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
47,veh_8,4.38,17.63,HIGH,GOOD,lane_detection,CLOUD,EDGE
47,veh_9,17.38,75.94,LOW,MODERATE,route_planning,CLOUD,EDGE
47,veh_10,6.3,67.36,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
47,veh_11,7.26,55.55,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
47,veh_12,8.55,67.19,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
47,veh_13,10.61,34.39,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
47,veh_14,4.99,95.29,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
47,veh_15,14.14,46.95,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
47,veh_16,5.33,56.64,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
47,veh_17,6.72,77.75,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
47,veh_18,5.52,24.67,HIGH,MODERATE,traffic_sign_recognition,EDGE,CLOUD
47,veh_19,17.71,69.83,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
47,veh_20,6.54,51.12,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
47,veh_21,6.94,20.95,MEDIUM,GOOD,lane_detection,VEHICLE,CLOUD
47,veh_22,9.32,10.39,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
47,veh_23,3.46,47.49,HIGH,GOOD,obstacle_detection,EDGE,EDGE
47,veh_24,7.57,51.38,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
47,veh_25,4.06,96.61,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
47,veh_26,8.75,70.5,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,EDGE
47,veh_27,5.55,88.87,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
47,veh_28,9.54,41.48,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
47,veh_29,16.84,80.72,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
47,veh_30,6.78,38.55,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
48,veh_1,14.72,58.96,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
48,veh_2,16.07,53.7,LOW,GOOD,route_planning,EDGE,EDGE
48,veh_3,11.43,27.2,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,EDGE
48,veh_4,6.04,33.34,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
48,veh_5,16.77,31.22,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
48,veh_6,10.12,18.97,MEDIUM,GOOD,obstacle_detection,CLOUD,CLOUD
48,veh_7,3.73,15.46,HIGH,MODERATE,driver_behavior_analysis,CLOUD,EDGE
48,veh_8,7.74,91.81,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
48,veh_9,12.24,80.73,LOW,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
48,veh_10,12.32,95.61,LOW,MODERATE,route_planning,EDGE,EDGE
48,veh_11,4.08,77.49,HIGH,POOR,route_planning,EDGE,EDGE
48,veh_12,2.45,26.8,HIGH,MODERATE,vehicle_diagnostics,EDGE,VEHICLE
48,veh_13,8.81,20.65,MEDIUM,MODERATE,route_planning,EDGE,CLOUD
