step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision
50,veh_29,7.99,59.49,MEDIUM,GOOD,driver_behavior_analysis,EDGE
50,veh_30,3.43,27.27,HIGH,MODERATE,route_planning,EDGE
51,veh_1,16.29,47.45,LOW,MODERATE,route_planning,EDGE
51,veh_2,13.75,76.02,LOW,GOOD,vehicle_diagnostics,EDGE
51,veh_3,12.69,94.4,LOW,POOR,route_planning,VEHICLE
51,veh_4,14.56,90.32,LOW,GOOD,lane_detection,VEHICLE
51,veh_5,10.4,26.06,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
51,veh_6,2.42,73.77,HIGH,MODERATE,driver_behavior_analysis,EDGE
51,veh_7,5.53,76.24,HIGH,GOOD,vehicle_diagnostics,EDGE
51,veh_8,16.93,23.76,LOW,MODERATE,vehicle_diagnostics,EDGE
51,veh_9,12.51,11.44,LOW,GOOD,obstacle_detection,CLOUD
51,veh_10,12.15,63.1,LOW,MODERATE,driver_behavior_analysis,CLOUD
51,veh_11,4.23,79.61,HIGH,GOOD,vehicle_diagnostics,EDGE
51,veh_12,3.53,30.67,HIGH,MODERATE,driver_behavior_analysis,EDGE
51,veh_13,2.15,73.2,HIGH,GOOD,traffic_sign_recognition,EDGE
51,veh_14,8.62,75.88,MEDIUM,MODERATE,route_planning,CLOUD
51,veh_15,5.38,88.12,HIGH,POOR,lane_detection,EDGE
51,veh_16,7.09,70.19,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
51,veh_17,9.5,71.18,MEDIUM,GOOD,obstacle_detection,VEHICLE
51,veh_18,10.36,99.62,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
51,veh_19,13.86,18.6,LOW,MODERATE,obstacle_detection,CLOUD
51,veh_20,14.85,85.45,LOW,POOR,traffic_sign_recognition,VEHICLE
51,veh_21,11.14,62.43,MEDIUM,MODERATE,route_planning,EDGE
51,veh_22,7.18,31.2,MEDIUM,GOOD,obstacle_detection,VEHICLE
51,veh_23,16.48,19.71,LOW,POOR,lane_detection,CLOUD
51,veh_24,17.09,43.19,LOW,MODERATE,vehicle_diagnostics,EDGE
51,veh_25,14.03,89.71,LOW,GOOD,obstacle_detection,VEHICLE
51,veh_26,15.5,81.33,LOW,MODERATE,route_planning,CLOUD
51,veh_27,10.85,24.28,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
51,veh_28,14.64,82.89,LOW,GOOD,route_planning,CLOUD
51,veh_29,4.86,80.04,HIGH,MODERATE,vehicle_diagnostics,EDGE
51,veh_30,12.35,95.35,LOW,POOR,route_planning,VEHICLE
52,veh_1,15.8,10.84,LOW,POOR,obstacle_detection,CLOUD
52,veh_2,17.54,20.55,LOW,MODERATE,obstacle_detection,VEHICLE
52,veh_3,14.47,37.2,LOW,POOR,route_planning,VEHICLE
52,veh_4,10.16,80.96,MEDIUM,POOR,lane_detection,VEHICLE
52,veh_5,9.83,21.15,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
52,veh_6,16.02,69.29,LOW,GOOD,obstacle_detection,VEHICLE
52,veh_7,9.85,24.79,MEDIUM,POOR,obstacle_detection,VEHICLE
52,veh_8,11.9,45.82,MEDIUM,MODERATE,route_planning,EDGE
52,veh_9,7.48,51.11,MEDIUM,GOOD,route_planning,EDGE
52,veh_10,5.12,45.9,HIGH,MODERATE,route_planning,EDGE
52,veh_11,16.49,55.02,LOW,GOOD,traffic_sign_recognition,EDGE
52,veh_12,13.84,95.12,LOW,MODERATE,route_planning,EDGE
52,veh_13,5.71,44.8,HIGH,MODERATE,lane_detection,EDGE
52,veh_14,12.29,13.42,LOW,POOR,traffic_sign_recognition,CLOUD
52,veh_15,10.17,53.37,MEDIUM,MODERATE,lane_detection,VEHICLE
52,veh_16,11.26,35.72,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
52,veh_17,12.0,62.53,LOW,MODERATE,driver_behavior_analysis,EDGE
52,veh_18,16.23,53.08,LOW,GOOD,lane_detection,VEHICLE
52,veh_19,7.87,30.35,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
52,veh_20,7.07,63.21,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
52,veh_21,15.32,58.15,LOW,POOR,lane_detection,VEHICLE
52,veh_22,14.65,70.15,LOW,MODERATE,lane_detection,VEHICLE
52,veh_23,13.43,14.2,LOW,GOOD,lane_detection,CLOUD
52,veh_24,7.09,50.44,MEDIUM,MODERATE,route_planning,CLOUD
52,veh_25,10.87,13.12,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
52,veh_26,6.03,51.89,MEDIUM,POOR,route_planning,VEHICLE
52,veh_27,9.41,17.3,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
52,veh_28,17.88,48.7,LOW,GOOD,obstacle_detection,VEHICLE
52,veh_29,14.66,63.19,LOW,MODERATE,lane_detection,VEHICLE
52,veh_30,15.19,15.2,LOW,MODERATE,lane_detection,CLOUD
53,veh_1,2.07,14.49,HIGH,MODERATE,obstacle_detection,CLOUD
53,veh_2,8.24,53.1,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
53,veh_3,11.91,33.97,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
53,veh_4,7.0,57.11,MEDIUM,MODERATE,lane_detection,VEHICLE
53,veh_5,8.8,20.42,MEDIUM,MODERATE,obstacle_detection,VEHICLE
53,veh_6,14.58,59.15,LOW,POOR,vehicle_diagnostics,VEHICLE
53,veh_7,5.72,63.05,HIGH,MODERATE,vehicle_diagnostics,EDGE
53,veh_8,4.55,37.77,HIGH,GOOD,obstacle_detection,EDGE
53,veh_9,16.54,85.34,LOW,GOOD,driver_behavior_analysis,CLOUD
53,veh_10,15.83,86.56,LOW,MODERATE,driver_behavior_analysis,EDGE
53,veh_11,4.64,48.26,HIGH,MODERATE,driver_behavior_analysis,EDGE
53,veh_12,16.76,72.09,LOW,POOR,obstacle_detection,VEHICLE
53,veh_13,8.12,53.2,MEDIUM,MODERATE,obstacle_detection,VEHICLE
53,veh_14,11.51,39.88,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
53,veh_15,14.36,91.48,LOW,POOR,obstacle_detection,VEHICLE
53,veh_16,12.99,54.54,LOW,POOR,route_planning,VEHICLE
53,veh_17,13.08,67.89,LOW,GOOD,traffic_sign_recognition,CLOUD
53,veh_18,3.57,27.3,HIGH,MODERATE,lane_detection,EDGE
53,veh_19,3.67,75.62,HIGH,POOR,vehicle_diagnostics,EDGE
53,veh_20,13.43,24.11,LOW,POOR,route_planning,VEHICLE
53,veh_21,10.33,53.94,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
53,veh_22,17.27,35.32,LOW,MODERATE,lane_detection,VEHICLE
53,veh_23,4.99,73.03,HIGH,POOR,lane_detection,EDGE
53,veh_24,14.2,60.28,LOW,MODERATE,lane_detection,VEHICLE
53,veh_25,16.83,56.14,LOW,POOR,obstacle_detection,VEHICLE
53,veh_26,5.24,43.99,HIGH,MODERATE,route_planning,EDGE
53,veh_27,15.19,63.6,LOW,GOOD,driver_behavior_analysis,EDGE
53,veh_28,8.32,92.51,MEDIUM,GOOD,obstacle_detection,VEHICLE
53,veh_29,8.73,50.74,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
53,veh_30,3.12,38.11,HIGH,MODERATE,driver_behavior_analysis,EDGE
54,veh_1,2.01,68.92,HIGH,POOR,driver_behavior_analysis,EDGE
54,veh_2,6.42,69.99,MEDIUM,GOOD,route_planning,EDGE
54,veh_3,5.33,46.78,HIGH,GOOD,lane_detection,EDGE
54,veh_4,8.83,11.06,MEDIUM,POOR,route_planning,CLOUD
54,veh_5,8.21,74.97,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
54,veh_6,4.45,88.65,HIGH,POOR,traffic_sign_recognition,EDGE
54,veh_7,15.66,71.96,LOW,POOR,traffic_sign_recognition,VEHICLE
54,veh_8,16.48,46.2,LOW,POOR,traffic_sign_recognition,VEHICLE
54,veh_9,7.67,87.39,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
54,veh_10,14.24,44.31,LOW,GOOD,route_planning,CLOUD
54,veh_11,10.35,63.06,MEDIUM,MODERATE,route_planning,EDGE
54,veh_12,7.05,74.61,MEDIUM,POOR,obstacle_detection,VEHICLE
54,veh_13,6.05,54.29,MEDIUM,MODERATE,route_planning,CLOUD
54,veh_14,13.78,83.12,LOW,MODERATE,vehicle_diagnostics,EDGE
54,veh_15,5.7,38.24,HIGH,MODERATE,lane_detection,EDGE
54,veh_16,16.21,45.02,LOW,GOOD,obstacle_detection,VEHICLE
54,veh_17,3.11,85.43,HIGH,POOR,lane_detection,EDGE
54,veh_18,15.33,79.29,LOW,MODERATE,driver_behavior_analysis,EDGE
54,veh_19,3.04,87.58,HIGH,POOR,obstacle_detection,EDGE
54,veh_20,3.25,86.16,HIGH,POOR,route_planning,EDGE
54,veh_21,17.71,38.35,LOW,MODERATE,lane_detection,VEHICLE
54,veh_22,7.14,19.36,MEDIUM,MODERATE,route_planning,CLOUD
54,veh_23,10.68,41.35,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
54,veh_24,6.75,61.7,MEDIUM,GOOD,route_planning,CLOUD
54,veh_25,8.85,52.08,MEDIUM,GOOD,obstacle_detection,VEHICLE
54,veh_26,6.83,18.04,MEDIUM,POOR,obstacle_detection,CLOUD
54,veh_27,3.21,88.9,HIGH,POOR,driver_behavior_analysis,EDGE
54,veh_28,13.93,45.08,LOW,POOR,traffic_sign_recognition,VEHICLE
54,veh_29,13.52,96.75,LOW,POOR,route_planning,VEHICLE
54,veh_30,9.37,48.93,MEDIUM,MODERATE,lane_detection,VEHICLE
55,veh_1,16.21,84.03,LOW,GOOD,driver_behavior_analysis,EDGE
55,veh_2,10.12,95.34,MEDIUM,POOR,route_planning,VEHICLE
55,veh_3,11.22,69.15,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
55,veh_4,16.55,55.21,LOW,POOR,traffic_sign_recognition,VEHICLE
55,veh_5,13.45,97.52,LOW,MODERATE,traffic_sign_recognition,CLOUD
55,veh_6,13.31,53.34,LOW,GOOD,driver_behavior_analysis,EDGE
55,veh_7,14.1,82.79,LOW,GOOD,lane_detection,VEHICLE
55,veh_8,7.35,44.79,MEDIUM,GOOD,route_planning,CLOUD
55,veh_9,2.16,84.43,HIGH,POOR,driver_behavior_analysis,EDGE
55,veh_10,3.5,89.96,HIGH,POOR,traffic_sign_recognition,EDGE
55,veh_11,2.59,92.87,HIGH,POOR,vehicle_diagnostics,EDGE
55,veh_12,8.8,15.44,MEDIUM,POOR,obstacle_detection,CLOUD
55,veh_13,15.71,90.04,LOW,POOR,vehicle_diagnostics,VEHICLE
55,veh_14,14.03,51.16,LOW,POOR,lane_detection,VEHICLE
55,veh_15,15.0,24.75,LOW,GOOD,vehicle_diagnostics,CLOUD
55,veh_16,8.24,17.12,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
55,veh_17,3.73,85.59,HIGH,POOR,driver_behavior_analysis,EDGE
55,veh_18,2.62,68.94,HIGH,MODERATE,vehicle_diagnostics,EDGE
55,veh_19,6.35,27.53,MEDIUM,GOOD,traffic_sign_recognition,EDGE
55,veh_20,8.29,44.16,MEDIUM,MODERATE,route_planning,EDGE
55,veh_21,13.87,59.71,LOW,MODERATE,vehicle_diagnostics,CLOUD
55,veh_22,4.15,43.07,HIGH,MODERATE,traffic_sign_recognition,EDGE
55,veh_23,4.59,54.4,HIGH,MODERATE,driver_behavior_analysis,EDGE
55,veh_24,15.74,30.32,LOW,MODERATE,vehicle_diagnostics,CLOUD
55,veh_25,16.35,83.78,LOW,POOR,vehicle_diagnostics,VEHICLE
55,veh_26,8.02,32.93,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
55,veh_27,7.14,80.32,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
55,veh_28,11.29,10.45,MEDIUM,GOOD,lane_detection,CLOUD
55,veh_29,2.41,60.42,HIGH,GOOD,lane_detection,EDGE
55,veh_30,10.17,38.99,MEDIUM,GOOD,obstacle_detection,VEHICLE
56,veh_1,8.02,52.39,MEDIUM,POOR,lane_detection,VEHICLE
56,veh_2,16.42,35.71,LOW,GOOD,obstacle_detection,VEHICLE
56,veh_3,2.18,14.21,HIGH,MODERATE,vehicle_diagnostics,CLOUD
56,veh_4,17.66,73.41,LOW,MODERATE,vehicle_diagnostics,EDGE
56,veh_5,3.7,82.53,HIGH,POOR,obstacle_detection,EDGE
56,veh_6,6.25,39.84,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
56,veh_7,16.32,42.26,LOW,MODERATE,route_planning,CLOUD
56,veh_8,9.51,96.9,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
56,veh_9,5.07,11.53,HIGH,MODERATE,driver_behavior_analysis,CLOUD
56,veh_10,13.47,23.66,LOW,POOR,traffic_sign_recognition,VEHICLE
56,veh_11,16.07,75.04,LOW,MODERATE,lane_detection,VEHICLE
56,veh_12,14.67,33.48,LOW,GOOD,obstacle_detection,VEHICLE
56,veh_13,11.28,15.94,MEDIUM,MODERATE,route_planning,CLOUD
56,veh_14,7.84,54.05,MEDIUM,GOOD,route_planning,CLOUD
56,veh_15,13.86,99.2,LOW,GOOD,traffic_sign_recognition,EDGE
56,veh_16,8.02,21.54,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
56,veh_17,8.37,72.3,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
56,veh_18,4.03,20.34,HIGH,MODERATE,route_planning,EDGE
56,veh_19,13.4,65.5,LOW,GOOD,traffic_sign_recognition,EDGE
56,veh_20,3.51,45.04,HIGH,MODERATE,lane_detection,EDGE
56,veh_21,5.58,66.14,HIGH,GOOD,vehicle_diagnostics,EDGE
56,veh_22,12.98,57.91,LOW,POOR,traffic_sign_recognition,VEHICLE
56,veh_23,14.59,66.78,LOW,GOOD,route_planning,EDGE
56,veh_24,15.84,62.74,LOW,POOR,driver_behavior_analysis,VEHICLE
56,veh_25,7.1,48.43,MEDIUM,GOOD,lane_detection,VEHICLE
56,veh_26,17.41,58.04,LOW,POOR,vehicle_diagnostics,VEHICLE
56,veh_27,10.22,17.27,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
56,veh_28,17.3,65.53,LOW,POOR,obstacle_detection,VEHICLE
56,veh_29,16.0,17.11,LOW,POOR,vehicle_diagnostics,CLOUD
56,veh_30,17.61,29.57,LOW,MODERATE,route_planning,CLOUD
57,veh_1,14.46,66.24,LOW,MODERATE,lane_detection,VEHICLE
57,veh_2,9.21,84.09,MEDIUM,GOOD,obstacle_detection,VEHICLE
57,veh_3,14.8,38.87,LOW,POOR,obstacle_detection,VEHICLE
57,veh_4,10.67,12.06,MEDIUM,MODERATE,obstacle_detection,CLOUD
57,veh_5,4.13,40.99,HIGH,POOR,driver_behavior_analysis,EDGE
57,veh_6,17.94,56.9,LOW,GOOD,driver_behavior_analysis,CLOUD
57,veh_7,13.03,13.79,LOW,GOOD,obstacle_detection,CLOUD
57,veh_8,13.16,26.34,LOW,POOR,route_planning,VEHICLE
57,veh_9,2.72,88.22,HIGH,POOR,lane_detection,EDGE
57,veh_10,3.89,54.94,HIGH,MODERATE,vehicle_diagnostics,EDGE
57,veh_11,13.39,92.27,LOW,MODERATE,driver_behavior_analysis,CLOUD
57,veh_12,2.35,23.17,HIGH,POOR,driver_behavior_analysis,EDGE
57,veh_13,17.58,63.55,LOW,MODERATE,lane_detection,VEHICLE
57,veh_14,9.26,85.19,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
57,veh_15,14.57,26.95,LOW,POOR,traffic_sign_recognition,VEHICLE
57,veh_16,6.65,15.97,MEDIUM,GOOD,lane_detection,CLOUD
57,veh_17,15.04,39.88,LOW,POOR,lane_detection,VEHICLE
57,veh_18,6.48,88.08,MEDIUM,POOR,route_planning,VEHICLE
57,veh_19,6.04,84.39,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
57,veh_20,2.02,18.69,HIGH,MODERATE,obstacle_detection,CLOUD
57,veh_21,12.79,78.05,LOW,POOR,lane_detection,VEHICLE
57,veh_22,8.84,25.72,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
57,veh_23,8.39,11.47,MEDIUM,MODERATE,obstacle_detection,CLOUD
57,veh_24,10.78,51.35,MEDIUM,GOOD,obstacle_detection,VEHICLE
57,veh_25,17.16,39.1,LOW,MODERATE,driver_behavior_analysis,EDGE
57,veh_26,9.94,80.1,MEDIUM,MODERATE,lane_detection,VEHICLE
57,veh_27,17.27,87.9,LOW,POOR,traffic_sign_recognition,VEHICLE
57,veh_28,16.1,87.99,LOW,GOOD,obstacle_detection,VEHICLE
57,veh_29,12.33,36.97,LOW,POOR,driver_behavior_analysis,VEHICLE
57,veh_30,13.11,38.78,LOW,MODERATE,lane_detection,VEHICLE
58,veh_1,15.8,75.58,LOW,GOOD,vehicle_diagnostics,EDGE
58,veh_2,9.5,76.54,MEDIUM,POOR,obstacle_detection,VEHICLE
58,veh_3,7.55,34.94,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
58,veh_4,12.91,57.55,LOW,MODERATE,obstacle_detection,VEHICLE
58,veh_5,16.52,42.92,LOW,MODERATE,traffic_sign_recognition,EDGE
58,veh_6,12.77,76.46,LOW,POOR,traffic_sign_recognition,VEHICLE
58,veh_7,8.99,45.15,MEDIUM,GOOD,route_planning,EDGE
58,veh_8,13.06,94.31,LOW,POOR,obstacle_detection,VEHICLE
58,veh_9,6.49,61.32,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
58,veh_10,8.5,94.58,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
58,veh_11,5.07,79.21,HIGH,GOOD,route_planning,EDGE
58,veh_12,13.71,65.65,LOW,GOOD,traffic_sign_recognition,EDGE
58,veh_13,15.03,18.24,LOW,MODERATE,driver_behavior_analysis,CLOUD
58,veh_14,15.29,32.04,LOW,GOOD,route_planning,CLOUD
58,veh_15,13.31,49.87,LOW,MODERATE,driver_behavior_analysis,CLOUD
58,veh_16,12.93,16.32,LOW,GOOD,vehicle_diagnostics,CLOUD
58,veh_17,10.96,67.69,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
58,veh_18,3.2,88.12,HIGH,MODERATE,traffic_sign_recognition,EDGE
58,veh_19,13.66,35.28,LOW,GOOD,obstacle_detection,VEHICLE
58,veh_20,15.86,57.27,LOW,MODERATE,lane_detection,VEHICLE
58,veh_21,15.34,75.09,LOW,GOOD,lane_detection,VEHICLE
58,veh_22,16.81,71.06,LOW,MODERATE,driver_behavior_analysis,CLOUD
58,veh_23,17.95,32.06,LOW,POOR,traffic_sign_recognition,VEHICLE
58,veh_24,4.8,34.83,HIGH,MODERATE,route_planning,EDGE
58,veh_25,16.06,86.36,LOW,MODERATE,driver_behavior_analysis,CLOUD
58,veh_26,14.35,33.19,LOW,GOOD,route_planning,CLOUD
58,veh_27,8.46,40.07,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
58,veh_28,10.43,42.05,MEDIUM,GOOD,traffic_sign_recognition,EDGE
58,veh_29,17.1,30.87,LOW,POOR,route_planning,VEHICLE
58,veh_30,15.11,42.15,LOW,MODERATE,lane_detection,VEHICLE
59,veh_1,7.14,84.73,MEDIUM,GOOD,driver_behavior_analysis,EDGE
59,veh_2,14.65,64.87,LOW,MODERATE,vehicle_diagnostics,EDGE
59,veh_3,2.12,53.41,HIGH,POOR,vehicle_diagnostics,EDGE
59,veh_4,12.99,12.21,LOW,MODERATE,obstacle_detection,CLOUD
59,veh_5,3.85,75.06,HIGH,POOR,vehicle_diagnostics,EDGE
59,veh_6,9.9,83.64,MEDIUM,GOOD,obstacle_detection,VEHICLE
59,veh_7,11.63,26.7,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
59,veh_8,16.16,82.48,LOW,GOOD,route_planning,CLOUD
59,veh_9,14.68,47.05,LOW,POOR,vehicle_diagnostics,VEHICLE
59,veh_10,5.8,97.99,HIGH,GOOD,driver_behavior_analysis,EDGE
59,veh_11,12.27,27.81,LOW,POOR,driver_behavior_analysis,VEHICLE
59,veh_12,15.91,48.36,LOW,MODERATE,lane_detection,VEHICLE
59,veh_13,14.14,78.57,LOW,MODERATE,route_planning,EDGE
59,veh_14,5.42,88.04,HIGH,MODERATE,obstacle_detection,EDGE
59,veh_15,10.69,75.65,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
59,veh_16,12.38,72.05,LOW,GOOD,traffic_sign_recognition,EDGE
59,veh_17,8.52,24.33,MEDIUM,MODERATE,lane_detection,VEHICLE
59,veh_18,15.53,16.61,LOW,GOOD,driver_behavior_analysis,CLOUD
59,veh_19,14.08,64.53,LOW,MODERATE,driver_behavior_analysis,CLOUD
59,veh_20,13.96,69.13,LOW,MODERATE,driver_behavior_analysis,CLOUD
59,veh_21,13.35,19.63,LOW,POOR,obstacle_detection,CLOUD
59,veh_22,13.32,98.09,LOW,MODERATE,obstacle_detection,VEHICLE
59,veh_23,17.1,25.59,LOW,MODERATE,traffic_sign_recognition,CLOUD
59,veh_24,14.59,99.33,LOW,MODERATE,driver_behavior_analysis,CLOUD
59,veh_25,16.94,11.4,LOW,GOOD,lane_detection,CLOUD
59,veh_26,9.68,58.49,MEDIUM,GOOD,vehicle_diagnostics,EDGE
59,veh_27,2.18,82.5,HIGH,GOOD,vehicle_diagnostics,EDGE
59,veh_28,4.82,35.15,HIGH,MODERATE,route_planning,EDGE
59,veh_29,17.75,29.39,LOW,MODERATE,driver_behavior_analysis,EDGE
59,veh_30,6.03,90.13,MEDIUM,POOR,obstacle_detection,VEHICLE
60,veh_1,11.5,98.23,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
60,veh_2,17.46,13.76,LOW,MODERATE,driver_behavior_analysis,CLOUD
60,veh_3,10.72,12.79,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
60,veh_4,5.45,56.36,HIGH,GOOD,route_planning,EDGE
60,veh_5,14.99,59.11,LOW,GOOD,traffic_sign_recognition,CLOUD
60,veh_6,15.67,69.34,LOW,MODERATE,driver_behavior_analysis,CLOUD
60,veh_7,12.39,48.22,LOW,GOOD,driver_behavior_analysis,EDGE
60,veh_8,2.12,92.14,HIGH,MODERATE,driver_behavior_analysis,EDGE
60,veh_9,6.97,58.42,MEDIUM,GOOD,route_planning,CLOUD
60,veh_10,3.64,23.16,HIGH,GOOD,driver_behavior_analysis,EDGE
60,veh_11,2.53,73.37,HIGH,GOOD,driver_behavior_analysis,EDGE
60,veh_12,16.52,64.72,LOW,MODERATE,vehicle_diagnostics,CLOUD
60,veh_13,12.32,29.55,LOW,MODERATE,driver_behavior_analysis,EDGE
60,veh_14,7.21,47.39,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
60,veh_15,10.22,68.78,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
60,veh_16,3.03,58.94,HIGH,GOOD,traffic_sign_recognition,EDGE
60,veh_17,14.1,53.22,LOW,MODERATE,driver_behavior_analysis,CLOUD
60,veh_18,7.96,97.88,MEDIUM,POOR,route_planning,VEHICLE
60,veh_19,16.08,93.12,LOW,POOR,traffic_sign_recognition,VEHICLE
60,veh_20,11.12,47.53,MEDIUM,GOOD,traffic_sign_recognition,EDGE
60,veh_21,9.14,81.24,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD
60,veh_22,3.85,81.47,HIGH,POOR,route_planning,EDGE
60,veh_23,15.46,87.97,LOW,GOOD,route_planning,CLOUD
60,veh_24,4.93,19.22,HIGH,GOOD,route_planning,CLOUD
60,veh_25,7.76,89.58,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
60,veh_26,16.76,70.43,LOW,GOOD,vehicle_diagnostics,CLOUD
60,veh_27,16.27,49.65,LOW,POOR,obstacle_detection,VEHICLE
60,veh_28,8.37,27.53,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
60,veh_29,14.68,48.03,LOW,GOOD,lane_detection,VEHICLE
60,veh_30,6.15,88.64,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
61,veh_1,15.69,52.57,LOW,POOR,route_planning,VEHICLE
61,veh_2,13.64,47.93,LOW,GOOD,vehicle_diagnostics,CLOUD
61,veh_3,3.01,31.43,HIGH,POOR,traffic_sign_recognition,EDGE
61,veh_4,12.79,22.49,LOW,GOOD,vehicle_diagnostics,EDGE
61,veh_5,8.55,44.51,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
61,veh_6,5.33,99.6,HIGH,MODERATE,vehicle_diagnostics,EDGE
61,veh_7,12.51,10.3,LOW,GOOD,obstacle_detection,CLOUD
61,veh_8,7.24,24.24,MEDIUM,GOOD,traffic_sign_recognition,EDGE
61,veh_9,9.08,28.76,MEDIUM,GOOD,vehicle_diagnostics,EDGE
61,veh_10,15.29,68.05,LOW,GOOD,obstacle_detection,VEHICLE
61,veh_11,12.67,77.3,LOW,POOR,driver_behavior_analysis,VEHICLE
61,veh_12,10.14,92.89,MEDIUM,POOR,obstacle_detection,VEHICLE
61,veh_13,4.9,64.9,HIGH,GOOD,vehicle_diagnostics,EDGE
61,veh_14,4.01,46.81,HIGH,POOR,route_planning,EDGE
61,veh_15,9.24,98.12,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
61,veh_16,8.33,70.32,MEDIUM,GOOD,driver_behavior_analysis,EDGE
61,veh_17,16.02,75.82,LOW,GOOD,obstacle_detection,VEHICLE
61,veh_18,8.96,96.03,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
61,veh_19,12.36,75.74,LOW,GOOD,lane_detection,VEHICLE
61,veh_20,2.93,84.23,HIGH,GOOD,vehicle_diagnostics,EDGE
61,veh_21,13.22,39.04,LOW,POOR,driver_behavior_analysis,VEHICLE
61,veh_22,3.13,55.3,HIGH,MODERATE,traffic_sign_recognition,EDGE
61,veh_23,12.31,95.4,LOW,GOOD,route_planning,EDGE
61,veh_24,16.71,55.88,LOW,GOOD,driver_behavior_analysis,EDGE
61,veh_25,10.99,85.64,MEDIUM,POOR,obstacle_detection,VEHICLE
61,veh_26,3.13,41.41,HIGH,POOR,vehicle_diagnostics,EDGE
61,veh_27,13.72,85.71,LOW,GOOD,vehicle_diagnostics,CLOUD
61,veh_28,7.79,22.76,MEDIUM,MODERATE,lane_detection,VEHICLE
61,veh_29,16.46,29.96,LOW,MODERATE,route_planning,CLOUD
61,veh_30,10.46,73.73,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
62,veh_1,12.58,78.22,LOW,MODERATE,traffic_sign_recognition,EDGE
62,veh_2,6.13,43.07,MEDIUM,GOOD,driver_behavior_analysis,EDGE
62,veh_3,14.06,88.37,LOW,GOOD,traffic_sign_recognition,CLOUD
62,veh_4,13.9,32.51,LOW,GOOD,lane_detection,VEHICLE
62,veh_5,8.04,41.03,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
62,veh_6,8.0,80.25,MEDIUM,GOOD,route_planning,CLOUD
62,veh_7,16.98,31.73,LOW,POOR,route_planning,VEHICLE
62,veh_8,2.55,74.84,HIGH,MODERATE,vehicle_diagnostics,EDGE
62,veh_9,8.23,71.31,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
62,veh_10,12.17,53.14,LOW,GOOD,driver_behavior_analysis,EDGE
62,veh_11,4.42,58.15,HIGH,POOR,driver_behavior_analysis,EDGE
62,veh_12,11.56,73.51,MEDIUM,MODERATE,lane_detection,VEHICLE
62,veh_13,17.85,50.8,LOW,GOOD,driver_behavior_analysis,EDGE
62,veh_14,13.92,31.41,LOW,MODERATE,obstacle_detection,VEHICLE
62,veh_15,13.46,14.08,LOW,GOOD,vehicle_diagnostics,CLOUD
62,veh_16,3.25,48.26,HIGH,POOR,traffic_sign_recognition,EDGE
